"","RPY_3YR_RT","INC_PCT_M2","C150_4_POOLED_SUPP","PCT10_EARN_WNE_P6","GT_25K_P6","C150_4","NPT4_75UP_PUB","TUITIONFEE_OUT","NPT4_PUB","C100_4","PAR_ED_PCT_1STGEN","CDR3"
"7318",0.8006872852,0.2008733624,NA,14100,0.853,NA,NA,NA,NA,NA,0.4507772021,0.02
"1222",0.75,NA,NA,NA,0.268,NA,NA,NA,NA,NA,NA,0
"647",0.9526362824,0.1263823065,0.80981045977011,21600,0.864,0.7996,NA,43770,NA,0.7661,0.1676206051,0.017
"7049",NA,0.0948616601,NA,NA,NA,NA,NA,NA,NA,NA,0.5411255411,NA
"5390",0.9087452471,0.1141304348,NA,13500,0.841,NA,NA,17400,NA,NA,0.2034883721,0.031
"3860",0.8172087707,0.1535092522,0.27798893502686,5900,0.634,0.3116,11660,14802,8218,0.113,0.3010404624,0.071
"5526",0.1038961039,NA,NA,1500,0.308,NA,NA,NA,NA,NA,0.8090452261,0.252
"1302",0.4077880153,0.0672820063,0.19005852365415,8200,0.62,0.1819,NA,10480,NA,0.0421,0.5430011421,0.153
"1959",NA,NA,NA,1100,0.319,NA,NA,NA,NA,NA,0.4562647754,NA
"1122",0.8396674584,0.1521035599,0.49688350730688,9700,0.648,0.4898,NA,26572,NA,0.3306,0.3505154639,0.066
"2141",0.7556485356,0.1514312096,0.46457637795275,9000,0.629,0.4406,15253,19147,11826,0.1717,0.3536585366,0.082
"1026",0.375,NA,NA,1700,0.2,NA,NA,NA,NA,NA,0.5887850467,0.191
"7401",0.8823529412,NA,NA,NA,0.831,NA,NA,NA,NA,NA,NA,0.049
"7274",0.4576654115,0.0562410035,NA,NA,NA,NA,NA,NA,NA,NA,0.5221782448,0.206
"1757",0.9078651685,0.1561980724,0.60773125603864,11500,0.692,0.6269,19484,14762,16861,0.4835,0.2933572711,0.026
"4203",0.5691318328,0.0422156838,0.25341495058973,2400,0.219,0.2571,NA,5580,NA,0.0363,0.4408565602,0.101
"2360",0.8830525273,0.1771894094,0.58823176470588,9300,0.579,0.5538,NA,26026,NA,0.3845,0.2269736842,0.054
"4445",0.8743169399,0.1895424837,NA,4600,0.32,NA,NA,NA,NA,NA,0.3576642336,0.067
"5796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6451612903,0.333
"3402",0.6605042017,0.207977208,NA,7600,0.683,NA,NA,16583,NA,NA,0.5490797546,0.073
"1972",NA,NA,NA,3900,0.23,NA,1507,3240,2444,NA,0.4586206897,NA
"2581",0.9554937413,0.1528985507,0.79747813084112,15400,0.799,0.7985,NA,32293,NA,0.7448,0.1860816944,0.024
"6151",0.9435665914,0.1311728395,NA,NA,NA,NA,NA,18407,NA,NA,0.3411764706,0.003
"396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",0.559602649,0.1076923077,NA,NA,0.417,NA,NA,20388,NA,NA,0.4528301887,0.194
"6925",0.547752809,0.0656550919,NA,NA,0.341,NA,NA,NA,NA,NA,0.536988359,0.105
"3236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027
"5132",0.4089440994,0.0815370778,0.5000375,6400,0.578,0.5181,NA,18048,NA,NA,0.4972857507,0.188
"1888",0.9610927152,0.2027027027,0.71692144638403,12800,0.744,0.7242,NA,34114,NA,0.6649,0.1322404372,0.023
"3794",0.9309153713,0.1446540881,NA,31300,0.923,NA,NA,NA,NA,NA,0.4038800705,0.024
"3940",0.6176935229,0.1200592885,NA,5000,0.523,NA,10612,10073,6672,NA,0.493310064,0.171
"6293",0.5066762041,0.1227068895,NA,5900,0.536,0.3077,NA,14040,NA,0,0.4867008866,0.228
"698",0.9492385787,0.1455437449,0.80862323303009,11600,0.775,0.8166,NA,41833,NA,0.7637,0.1557939914,0.021
"6312",0.4840943519,0.0476985625,NA,3000,0.261,NA,NA,NA,NA,NA,0.5738443158,0.092
"32",NA,NA,NA,4600,0.37,NA,NA,7710,7387,NA,0.4386446886,NA
"4494",0.6106904232,0.0750811688,0.29314592833876,6400,0.544,0.2874,NA,13220,NA,0.1,0.6126727013,0.094
"4567",0.8176100629,0.1711711712,0.4726,6900,0.472,NA,NA,16847,NA,NA,NA,0.089
"6294",0.5066762041,0.1227068895,0.3014,5900,0.536,0.3014,NA,14040,NA,0.1429,0.4867008866,0.228
"5380",0.514015748,0.0784503632,0.34081883408071,5300,0.524,0.3522,NA,15865,NA,0.3241,0.5966555184,0.122
"1244",0.9396433471,0.20657277,0.74169850586979,8300,0.615,0.7419,NA,29538,NA,0.671,NA,0.036
"3809",0.8413333333,0.1797752809,0.47570814717477,10300,0.661,0.4394,NA,26800,NA,0.3106,0.3715277778,0.09
"917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104
"7007",NA,NA,NA,NA,NA,NA,14631,NA,12876,NA,NA,NA
"141",0.6645213194,0.1490610329,0.38170041200706,6100,0.519,0.393,13691,13480,11752,0.202,0.4100919393,0.102
"3273",0.6976320583,0.0960960961,NA,4200,0.548,NA,NA,9720,NA,NA,0.5448028674,0.174
"5",0.3412367831,0.0838948787,0.2574049608355,4300,0.36,0.2632,9757,15656,11110,0.0752,0.3805576488,0.156
"7418",0.4138894061,0.1009533566,NA,NA,0.512,NA,NA,7932,NA,NA,0.5088692224,0.225
"3869",0.6339009288,0.1168353266,NA,4500,0.468,NA,14854,11622,10856,NA,0.5406749556,0.204
"6893",NA,0.1257995736,NA,NA,NA,NA,NA,NA,NA,NA,0.4508393285,NA
"6803",0.9110070258,0.1291759465,NA,NA,0.573,NA,NA,NA,NA,NA,0.3937007874,0.045
"5066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4525",NA,NA,NA,2700,0.324,NA,NA,NA,NA,NA,0.6268656716,NA
"4519",0.3873873874,NA,NA,6400,0.509,NA,15161,11829,14211,NA,0.5202020202,0.242
"6097",0.4280211844,0.0337896883,NA,3100,0.362,NA,NA,NA,NA,NA,0.6996366572,0.19
"452",0.8108108108,0.0972222222,NA,10900,0.733,NA,NA,NA,NA,NA,0.536977492,0.077
"5710",0.4423076923,NA,NA,NA,0.303,NA,NA,16337,NA,NA,0.5833333333,0.094
"6948",0.875672541,0.1578042283,0.25,NA,0.718,0.25,26905,13516,22264,0.1,0.3053052326,0.057
"6326",NA,NA,NA,NA,NA,NA,NA,NA,5976,NA,0.5151515152,NA
"276",0.8341463415,NA,NA,13800,0.791,NA,NA,12436,NA,NA,0.425,0.022
"6113",0.4722961945,0.0624194987,NA,4800,0.322,NA,NA,NA,NA,NA,0.5118692592,0.141
"6967",0.7674943567,0.1587462083,NA,NA,0.627,NA,NA,16900,NA,NA,0.3457127253,0.098
"6673",NA,0.1428571429,NA,NA,NA,NA,NA,NA,NA,NA,0.6615384615,NA
"2568",0.4938053097,0.0593824228,NA,3400,0.283,NA,NA,NA,NA,NA,0.4900793651,0.098
"760",NA,NA,NA,2700,0.18,NA,NA,NA,NA,NA,0.6279863481,NA
"1990",0.8010548523,0.1252896392,0.59622892631578,11000,0.695,0.6136,19336,19144,14358,0.37,0.2536168729,0.08
"4782",0.4042721519,0.081525804,NA,5500,0.47,NA,NA,15111,NA,NA,0.5351201479,0.236
"5617",0.1962962963,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7256809339,0.191
"4340",0.6534954407,0.0980392157,NA,NA,0.22,NA,NA,NA,NA,NA,0.4785714286,0.129
"1542",0.7978279031,0.1803278689,0.44249359104781,7600,0.626,0.4209,NA,16097,NA,0.2103,0.3446132597,0.082
"6127",0.3057432432,0.0554542138,NA,2800,0.198,NA,NA,NA,NA,NA,0.5827374872,0.218
"191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4416",0.5930047695,0.0738295318,0.61564375,4700,0.437,0.7594,NA,16700,NA,NA,0.4845212383,0.12
"1565",0.6383763838,0.1525065963,NA,4200,0.479,NA,13090,7650,9211,NA,0.524852071,0.181
"6623",0.675,0.1339285714,NA,NA,NA,NA,NA,NA,NA,NA,0.431372549,0.066
"6843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4783",0.4775823631,0.0617352614,NA,6600,0.554,NA,NA,14984,NA,NA,0.5518518519,0.222
"1107",NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,0.6756756757,0.029
"3640",NA,NA,NA,NA,NA,NA,NA,5880,NA,NA,0.4342105263,NA
"5406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037
"3982",0.4505494505,NA,NA,NA,0.189,NA,NA,NA,NA,NA,0.375,0.237
"3325",0.875672541,0.1578042283,0.43588766788766,11600,0.718,0.4304,16968,20778,13608,0.1985,0.3053052326,0.057
"3452",0.481865285,NA,NA,1800,0.302,NA,NA,NA,NA,NA,0.5739130435,0.141
"6768",0.5105527638,0.0633437175,NA,2400,0.323,NA,NA,NA,NA,NA,0.5239875389,0.067
"4847",0.5027777778,0.1051282051,NA,NA,NA,NA,NA,9644,NA,NA,0.5835777126,0.097
"1106",0.8588957055,0.1090909091,NA,5400,0.584,NA,NA,NA,NA,NA,NA,0.036
"2427",0.7950310559,0.0855736463,0.43071780938833,6300,0.582,0.4415,14009,13199,5917,0.1044,0.4494076999,0.057
"1475",0.2662337662,NA,NA,4400,0.388,NA,NA,NA,NA,NA,0.5818181818,0.209
"6464",0.5106382979,0.0709219858,NA,NA,NA,NA,NA,NA,NA,NA,0.5263157895,0.121
"5260",0.5650319829,0.0652631579,NA,3400,0.373,NA,NA,NA,NA,NA,0.5209876543,0.231
"3076",0.6782077393,0.2064343164,0.23783902439024,8000,0.648,0.2346,NA,19320,NA,0.038,0.4395280236,0.102
"2161",0.4595185996,0.1303030303,NA,2600,0.169,NA,NA,NA,NA,NA,0.5072463768,0.142
"892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035
"5394",0.2440888464,0.032345345,NA,3700,0.416,NA,NA,12456,NA,NA,0.5620485883,0.19
"3119",0.7884615385,NA,NA,NA,0.129,NA,NA,NA,NA,NA,0.5277777778,0.062
"3546",0.7665662651,0.1750380518,0.5599566502463,9500,0.651,0.553,NA,29190,NA,0.3278,0.3407155026,0.07
"5806",0.8306451613,0.1732283465,NA,NA,0.368,NA,NA,NA,NA,NA,NA,0.027
"4038",0.7179487179,0.0955414013,NA,6500,0.598,NA,10548,6611,6679,NA,0.3960024984,0.135
"5601",NA,NA,NA,NA,0.219,NA,NA,NA,NA,NA,0.75,NA
"1328",0.6995268139,0.1887351779,0.37794309978768,7800,0.674,0.3515,NA,23480,NA,0.203,0.4374319913,0.158
"1159",0.6798679868,0.1020408163,NA,3200,0.292,NA,NA,NA,NA,NA,0.4615384615,0.054
"6408",0.4722961945,0.0624194987,NA,4800,0.322,NA,NA,NA,NA,NA,0.5118692592,0.141
"3476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1846",0.8207746479,0.1528489117,0.44283601970002,9500,0.669,0.456,15463,23873,11631,0.1597,0.3490323686,0.049
"3950",0.9188191882,0.1185770751,NA,15500,0.843,NA,NA,NA,NA,NA,0.3552631579,0.037
"697",0.7002881844,0.1450507914,0.36894789644012,9600,0.694,0.3506,NA,10190,NA,0.125,0.4867924528,0.077
"985",0.5692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310",0.676056338,NA,0.6667,6700,0.627,NA,NA,8556,NA,NA,NA,0.021
"7014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5555",NA,NA,NA,NA,0.074,NA,NA,7120,NA,NA,0.701754386,NA
"7390",0.4990326552,0.0880148758,NA,6400,0.549,NA,NA,NA,NA,NA,0.4770592608,0.132
"3128",0.9220689655,0.1624099542,0.4591202614379,9600,0.788,0.4709,19037,23670,15339,0.1628,0.3971530249,0.03
"998",0.6666666667,0.07960199,NA,4300,0.315,NA,NA,NA,NA,NA,0.4637681159,0.096
"6521",NA,0.1144278607,NA,NA,NA,NA,NA,14600,NA,NA,0.4285714286,NA
"3762",0.5901639344,0.0833333333,NA,NA,NA,NA,NA,17997,NA,NA,0.5,0.277
"5818",NA,0.1428571429,1,NA,0.582,1,NA,NA,NA,NA,NA,0
"6128",0.3057432432,0.0554542138,NA,2800,0.198,NA,NA,NA,NA,NA,0.5827374872,0.218
"551",0.4646017699,0.0522069293,NA,2900,0.408,NA,10547,6256,8422,NA,0.460203471,0.112
"642",0.462962963,0.0787671233,NA,3800,0.656,NA,NA,17220,NA,NA,0.5142857143,0.216
"498",0.460451403,0.0746511313,NA,3900,0.467,NA,NA,NA,NA,NA,0.5826513912,0.18
"6570",0.5524691358,0.0249376559,NA,NA,NA,NA,NA,NA,NA,NA,0.5452436195,0.216
"5953",0.4586824769,0.0731064995,NA,9600,0.697,0.5,NA,12975,NA,0.5,0.5214854804,0.116
"4124",0.9245283019,0.1712598425,0.80638662952646,8400,0.551,0.7962,NA,42657,NA,0.6622,0.187628866,0.032
"6211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036
"7646",0.4586824769,0.0731064995,NA,9600,0.697,NA,NA,NA,NA,NA,0.5214854804,0.116
"46",NA,NA,NA,3900,0.33,NA,6715,7650,4805,NA,0.476635514,NA
"4373",NA,NA,NA,4400,0.571,NA,7043,NA,6688,NA,0.4574132492,NA
"7462",0.5796254195,0.138946281,NA,4900,0.515,NA,NA,NA,NA,NA,0.4429472477,0.109
"256",0.5734190782,0.0847880299,NA,6200,0.577,NA,NA,14774,NA,NA,0.4093567251,0.259
"3030",0.4089440994,0.0815370778,0.46944847328244,6400,0.578,0.4887,NA,18048,NA,NA,0.4972857507,0.188
"4111",0.7744593203,0.1446317657,0.44547192575406,15400,0.784,0.4651,NA,26570,NA,0.2097,0.4914054601,0.055
"579",0.6168958743,0.0944309927,NA,4700,0.557,NA,NA,NA,NA,NA,0.5047904192,0.136
"4064",0.5918367347,NA,NA,NA,0.171,NA,NA,NA,NA,NA,0.5660377358,0.155
"6548",0.4724637681,0.0688073394,NA,3300,0.302,NA,NA,NA,NA,NA,0.4984051037,0.145
"2814",0.7511312217,0.2204724409,0.37706721311475,3500,0.485,0.3871,NA,14620,NA,0.1915,NA,0.1
"3742",0.4069339531,0.0919906166,NA,5400,0.498,NA,14057,4828,9335,NA,0.5192541548,0.242
"1517",NA,NA,0.8611,NA,NA,1,NA,16598,NA,1,NA,NA
"7178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3644",NA,0.0728370221,NA,4500,0.449,NA,7613,4650,7072,NA,0.5619711299,NA
"7385",0.4990326552,0.0880148758,NA,6400,0.549,NA,NA,NA,NA,NA,0.4770592608,0.132
"2746",0.5851393189,0.1146540027,0.34172054507337,8900,0.579,0.3519,NA,27400,NA,0.206,0.4696734059,0.144
"3070",0.6198608476,0.1504,0.28664015493867,5600,0.601,0.3128,11578,10215,8597,0,0.4654654655,0.244
"3541",0.9404761905,0.1449120938,0.68905732484076,9400,0.642,0.6972,NA,28660,NA,0.5603,0.1706503613,0.02
"367",0.8301158301,0.1735015773,0.489584375,6100,0.485,0.4706,NA,12860,NA,0.1522,0.385665529,0.08
"4871",0.888,0.1352941176,NA,10100,0.771,NA,NA,NA,NA,NA,0.3185185185,0.061
"6377",0.6437246964,0.1143911439,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.153
"4339",0.5546908776,0.0549273021,NA,5100,0.522,NA,NA,NA,NA,NA,0.5967365967,0.164
"3095",0.6998730964,0.1306256861,0.30264105263157,5700,0.512,0.2931,NA,17416,NA,0.1471,0.3876765083,0.097
"7536",0.4586824769,0.0731064995,NA,9600,0.697,NA,NA,NA,NA,NA,0.5214854804,0.116
"6034",0.6473988439,0.1297169811,NA,NA,NA,NA,NA,NA,NA,NA,0.5211640212,0.176
"1278",0.6379161262,0.1797158903,NA,7600,0.6,NA,13804,4928,11222,NA,0.3908759124,0.18
"1104",0.4893617021,NA,NA,NA,0.162,NA,NA,NA,NA,NA,0.564516129,0.057
"5716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1861",NA,0.1712062257,NA,1700,0.169,NA,NA,11988,15462,NA,0.4429223744,NA
"7447",0.4761904762,0.0613842781,NA,2300,0.211,NA,NA,NA,NA,NA,0.5513491744,0.126
"1353",0.5150166852,0.1422338569,NA,4900,0.468,NA,9429,4440,5966,NA,0.445663011,0.147
"7664",0.4586824769,0.0731064995,NA,9600,0.697,NA,NA,NA,NA,NA,0.5214854804,0.116
"1164",0.9778761062,0.1693766938,0.88015,8200,0.639,0.8931,NA,31900,NA,0.7966,NA,0.011
"787",0.6315789474,0.156,NA,NA,0.663,0,NA,6080,NA,0,0.58,0.03
"2173",0.9608294931,0.1895074946,0.6893784409257,11700,0.696,0.6945,NA,28500,NA,0.5509,0.2839506173,0.016
"3123",0.898630137,0.1902654867,0.50352624113475,5100,0.451,0.5352,NA,22100,NA,0.3662,0.308056872,0.017
"465",NA,0.1567164179,0.94185852047556,5200,0.593,0.9267,NA,45832,NA,0.9005,0.256097561,0
"1399",NA,NA,NA,NA,0.123,NA,NA,NA,NA,NA,0.5733333333,0.06
"2488",0.7747817653,0.112649063,0.30899339294585,9200,0.674,0.3165,NA,34852,NA,0.0979,0.3809128631,0.059
"696",0.6426839127,0.1663585952,0.21737152173913,9300,0.643,0.2169,NA,24100,NA,0.1393,0.4272634791,0.148
"7695",NA,0.1048951049,NA,NA,NA,NA,NA,NA,NA,NA,0.4957983193,NA
"4126",0.8397365532,0.187250996,0.52546509090909,10900,0.738,0.5599,NA,25930,NA,0.3627,0.4352256186,0.049
"6026",0.5868331442,0.0437956204,NA,NA,NA,NA,NA,NA,NA,NA,0.5044247788,0.105
"3505",0.9365558912,0.1588235294,0.797495625,14500,0.711,0.7807,NA,37120,NA,0.7133,NA,0.023
"4843",0.63,0.1162790698,NA,NA,0.212,NA,NA,NA,NA,NA,0.5,0.096
"6856",0.4722961945,0.0624194987,NA,NA,0.322,NA,NA,NA,NA,NA,0.5118692592,0.141
"7027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4534883721,NA
"6827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6847826087,NA
"4355",0.2170151107,0.0225251926,0.26815292652552,3100,0.37,0.2787,NA,14220,NA,0.2468,0.6014551334,0.212
"4611",0.157480315,NA,NA,NA,0.175,NA,NA,NA,NA,NA,0.6576576577,0.177
"7040",NA,NA,NA,NA,NA,0.6667,NA,10200,NA,0.6667,NA,NA
"6635",0.5833333333,0.08,NA,NA,NA,NA,NA,NA,NA,NA,0.3045454545,0.127
"4829",NA,NA,NA,NA,NA,NA,NA,NA,14578,NA,0.5974025974,0.294
"5972",0.81875,0.1103448276,NA,NA,NA,NA,NA,NA,NA,NA,0.432,0.085
"2087",NA,0.2874779541,0.63964486486486,7800,0.506,0.6337,NA,18530,NA,0.619,0.3406998158,NA
"63",0.7057331304,0.1360381862,0.3155708226221,5300,0.604,0.3224,12097,16238,9188,0.1494,0.4173913043,0.125
"737",0.8849226161,0.1538461538,0.54581795366795,13300,0.789,0.5236,NA,31948,NA,0.3072,0.3637071651,0.034
"1539",0.692026335,0.1287332647,NA,7300,0.528,NA,12509,6450,8966,NA,0.5112826603,0.189
"5154",0.3625408848,0.0734014378,NA,2700,0.399,NA,NA,NA,NA,NA,0.5640194489,0.3
"4182",NA,NA,NA,3000,0.245,NA,9049,4614,6646,NA,0.5880574452,NA
"282",0.5420081967,0.0432159165,NA,3500,0.474,NA,8036,7246,3731,NA,0.5878166213,0.166
"534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086
"7108",0.5711922028,0.1032971929,0.39696030368763,NA,NA,0.4138,NA,16888,NA,0.3452,0.4997422915,0.126
"2435",0.6812428078,0.0782956059,0.11198382352941,5900,0.489,0.1206,15823,13142,8590,0.0407,0.4790369448,0.101
"2706",0.3284427284,0.070521192,NA,4700,0.409,NA,15768,8633,11802,NA,0.4557302734,0.251
"6138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6406",0.3541076487,0.0696459663,NA,3600,0.381,NA,NA,NA,NA,NA,0.6014388489,0.177
"6155",0.7142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6764705882,0.138
"7480",0.6685744017,0.1533388293,NA,8300,0.611,NA,NA,NA,NA,NA,0.3642201835,0.136
"3312",0.4514533086,0.0544280443,NA,3800,0.449,NA,NA,12750,NA,NA,0.6075334143,0.091
"3608",NA,NA,NA,3700,0.362,NA,NA,NA,4533,NA,0.6826086957,NA
"6517",0.4089440994,0.0815370778,NA,6400,0.578,NA,NA,NA,NA,NA,0.4972857507,0.188
"5048",NA,0.0572065379,NA,5100,0.242,NA,8145,4750,2476,NA,0.5597235933,NA
"700",0.5174731183,0.0797038328,0.14788369747899,4400,0.494,0.1328,21149,11233,16313,0.0469,0.5290731146,0.146
"5236",NA,NA,NA,NA,NA,NA,NA,9700,NA,NA,NA,NA
"2043",0.7671451356,0.1397459165,0.75799822064056,6000,0.542,0.7015,NA,13850,NA,NA,0.4453280318,0.073
"4638",0.1686507937,0.0519713262,NA,2800,0.296,NA,NA,NA,NA,NA,0.5375586854,0.139
"6019",0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7195121951,0.113
"1910",0.7090988626,0.1608357629,NA,9000,0.626,NA,14715,5378,11757,NA,0.3780418789,0.146
"5740",0.3920863309,NA,NA,NA,0.212,NA,NA,NA,NA,NA,0.5592286501,0.117
"2073",0.6508704062,0.1844863732,0.26534113557358,6900,0.522,0.282,NA,18400,NA,0.1511,0.4058823529,0.156
"3686",0.6243705942,0.063843937,NA,4800,0.378,NA,8766,3654,3364,NA,0.5141242938,0.148
"1592",0.8116883117,0.1333333333,NA,NA,0.617,NA,NA,NA,NA,NA,0.304964539,0.085
"7485",0.7655468192,0.1553956835,NA,6800,0.612,NA,NA,7879,NA,NA,0.4172008547,0.11
"3610",NA,NA,NA,5300,0.543,NA,NA,NA,7251,NA,0.6563573883,NA
"2363",0.7612612613,0.1536643026,NA,3500,0.409,NA,NA,30650,NA,NA,0.2706766917,0.097
"2861",0.7757936508,0.1588874917,0.20698461538461,9700,0.652,0.2092,16471,14808,12752,NA,0.3394218551,0.08
"4595",NA,NA,NA,2700,0.392,NA,NA,NA,1092,NA,0.6072463768,NA
"2986",0.3730600293,0.047008547,0.61776352101506,6400,0.608,0.5571,NA,17201,NA,NA,0.5829640571,0.109
"1174",0.7682926829,0.0980392157,NA,4800,0.504,NA,NA,13550,NA,NA,0.4494382022,0.057
"358",0.6144578313,0.0715883669,NA,NA,NA,NA,NA,NA,NA,NA,0.4136125654,0.11
"5177",NA,NA,NA,3000,0.517,NA,10513,NA,7903,NA,0.6102236422,NA
"69",0.2705751288,0.0263465066,0.3078774644175,3800,0.443,0.3032,NA,12204,NA,0.1379,0.6098685727,NA
"162",0.9098805646,0.197044335,0.63173203592814,12300,0.757,0.6059,NA,23588,NA,0.5212,0.3119266055,0.031
"2836",0.8630363036,0.2410546139,0.59624644351464,12200,0.627,0.5956,NA,29316,NA,0.5294,0.3772102161,0.054
"4831",NA,NA,NA,NA,NA,NA,NA,NA,6185,NA,NA,NA
"3826",0.6056091148,0.123340708,NA,6000,0.557,NA,9793,6300,5679,NA,0.4696276943,0.161
"2840",0.3184844384,0.0558375635,0.15873333333333,3300,0.399,0.1429,NA,15457,NA,NA,0.5538171691,0.213
"6744",0.372292941,0.0858097415,NA,7600,0.611,NA,NA,17668,NA,NA,0.4874431058,0.17
"6355",NA,NA,NA,NA,NA,NA,NA,6000,NA,NA,0.6507936508,NA
"4169",0.9163649529,0.2020618557,0.52875812883435,11500,0.69,0.5428,16679,15324,13756,0.274,0.2843180809,0.043
"5486",0.4271356784,0.043537415,NA,2800,0.356,NA,NA,NA,NA,NA,0.6828752643,0.136
"7332",0.3756440281,0.0642784553,NA,NA,0.267,NA,NA,NA,NA,NA,0.5654697135,0.242
"5730",0.3467060811,0.0787037037,0.36844078947368,3600,0.4,0.3718,NA,NA,NA,0.1765,0.4302325581,0.237
"6166",0.6346153846,0.0787037037,NA,NA,NA,NA,NA,NA,NA,NA,0.5968586387,0.16
"1729",0.7122580645,0.0990759754,NA,4500,0.525,NA,11858,10137,8150,NA,0.5367786937,0.141
"6709",0.5066762041,0.1227068895,NA,5900,0.536,NA,NA,14040,NA,NA,0.4867008866,0.228
"3444",0.8,0.088162762,NA,5000,0.411,NA,3978,9489,4842,NA,0.4710144928,0.147
"6266",0.4089440994,0.0815370778,NA,6400,0.578,NA,NA,18048,NA,NA,0.4972857507,0.188
"3247",0.85306828,0.15129812,0.62541571428571,16300,0.811,0.5959,NA,30460,NA,0.3784,0.4325153374,0.058
"3488",0.8953739732,0.1452487053,NA,7100,0.713,NA,11843,16130,9149,NA,0.2106910366,0.041
"7018",NA,NA,NA,NA,NA,NA,NA,NA,13055,NA,NA,NA
"6878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA
"3771",0.5719217491,0.0853232382,NA,6200,0.563,NA,11724,3688,7605,NA,0.563012489,0.171
"1614",0.9011072929,0.1441077441,0.66492581196581,12600,0.732,0.6619,19543,16906,16641,0.4449,0.3026315789,0.043
"1168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7072",0.2787261983,0.0346729708,NA,NA,NA,NA,NA,14950,NA,NA,0.5370666667,0.199
"3087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1764",0.9150326797,0.1931407942,0.72689086294416,8000,0.679,0.7175,NA,37485,NA,0.6124,0.1883239171,0.03
"1380",0.7509140768,0.1578947368,0.32318453038674,11000,0.725,0.3134,NA,25154,NA,0.199,0.4381948986,0.076
"6618",NA,NA,NA,NA,NA,NA,NA,NA,16477,NA,0.5362318841,NA
"6163",0.6557971014,0.0756013746,NA,NA,NA,NA,NA,NA,NA,NA,0.5630630631,0.106
"1537",NA,0.1704918033,0.93143447559709,11600,0.749,0.9303,NA,46808,NA,0.8607,0.1783216783,0.013
"4018",0.7163187856,0.0930414386,0.25468766756032,6300,0.664,0.2902,12835,9096,6934,NA,0.4156079855,0.149
"7288",0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6015936255,0.026
"6500",0.7083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5780346821,0.037
"4275",0.6698717949,0.0875273523,NA,5100,0.439,NA,NA,NA,NA,NA,0.4791386272,0.135
"4798",0.7197851388,0.1528170826,NA,13200,0.769,NA,NA,NA,NA,NA,0.5014459225,0.089
"877",0.7196261682,0.0707317073,NA,3400,0.467,NA,NA,NA,NA,NA,0.3780821918,0.08
"6035",0.4516129032,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6111111111,0.189
"3079",0.5339966833,0.1264894592,NA,4000,0.396,NA,13724,8550,10433,NA,0.4952879581,0.194
"1433",0.6293859649,0.15317139,0.32602173350582,4700,0.428,0.3492,NA,22550,NA,0.1853,0.4751506024,0.12
"1734",0.4890282132,0.118226601,0.34381735015772,4900,0.544,0.3533,NA,26180,NA,0.1867,0.5253164557,0.19
"4318",0.7426160338,0.1580909769,NA,5000,0.468,NA,13500,8820,11564,NA,0.4916666667,0.091
"3463",0.8128205128,0.1568228106,0.61097299035369,7600,0.462,0.6026,NA,16500,NA,0.5449,0.2793791574,0.062
"2912",0.6930385116,0.1762142361,0.20979330357142,8700,0.589,0.2035,13660,13624,11289,NA,0.4114001634,0.12
