"","RPY_3YR_RT","INC_PCT_M2","C150_4_POOLED_SUPP","PCT10_EARN_WNE_P6","GT_25K_P6","C150_4","NPT4_75UP_PUB","TUITIONFEE_OUT","NPT4_PUB","C100_4","PAR_ED_PCT_1STGEN","CDR3"
"4224",0.5111926331,0.048524343,0.27549603638726,2700,0.226,0.3228,NA,7011,NA,0.1883,0.3758489217,0.128
"2286",0.624,0.0322580645,NA,1700,0.263,NA,NA,NA,NA,NA,0.6694214876,0.154
"2789",NA,NA,NA,NA,NA,1,NA,4025,NA,1,NA,0.285
"6196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2532",NA,NA,NA,51600,0.957,NA,NA,NA,NA,NA,NA,0.002
"1508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4551",0.5220883534,NA,NA,NA,0.183,NA,NA,NA,NA,NA,0.4736842105,0.226
"65",0.8352490421,0.2032520325,0.51483366336633,8200,0.688,0.6,NA,19610,NA,0.5333,NA,0.077
"4522",0.2618453865,NA,0.27397762557077,2900,0.275,0.2269,NA,15321,NA,NA,0.6059405941,0.11
"6802",0.4913351233,0.0569046756,NA,3000,0.375,NA,NA,10500,NA,NA,0.6054562127,0.194
"3344",0.9645651173,0.1323529412,0.95649577524292,23500,0.888,0.9561,NA,47668,NA,0.8687,0.1904218928,0.011
"2030",0.8208661417,0.2029950083,0.42888508158508,12400,0.607,0.4141,NA,24050,NA,0.3436,0.3598553345,0.081
"4856",0.5892857143,0.1829268293,NA,NA,NA,NA,9257,NA,6093,NA,NA,0.051
"2007",0.6935933148,0.1409058231,0.60407098976109,6700,0.577,0.5846,NA,11400,NA,0.4462,0.3798882682,0.082
"5101",0.3647798742,NA,NA,3800,0.381,NA,NA,NA,NA,NA,0.55,NA
"739",0.8157426623,0.1254974279,0.43553301526717,9300,0.666,0.4595,17610,17276,13372,0.1707,0.3966597077,0.062
"5251",0.4622871046,0.0666977612,0.80485348542458,NA,0.5,0.8278,NA,NA,NA,NA,0.4395916052,0.173
"3232",0.5968028419,0.0545718433,NA,NA,0.299,NA,NA,NA,NA,NA,0.5435992579,0.11
"5481",0.6366964416,0.1384120172,0.4375,6600,0.571,0.35,NA,14040,NA,0.5,0.3804213135,0.164
"4990",0.7617647059,0.1150793651,NA,12400,0.682,NA,14830,NA,12420,NA,0.5777777778,0.117
"5935",0.2715140359,0.044206296,NA,5400,0.546,NA,NA,NA,NA,NA,0.6499498495,0.185
"1832",0.5254057869,0.1274010192,NA,4600,0.445,NA,10122,6272,6244,NA,0.4653846154,0.171
"2931",0.7481898632,0.1371274572,0.79896379359228,9900,0.7,0.7899,25516,30391,23591,0.6551,0.2819050813,0.124
"1789",0.6592178771,NA,NA,5100,0.212,NA,NA,NA,NA,NA,0.5051546392,0.082
"2169",0.8691745037,0.1639474731,0.4342454789615,11300,0.692,0.4462,15725,18070,12380,0.163,0.3497483038,0.05
"5677",0.5048917877,0.1008271853,NA,7300,0.648,NA,NA,NA,NA,NA,0.5454291306,0.164
"722",0.6272898476,0.0805485563,0.33121263600754,5700,0.51,0.3427,13549,8664,11193,NA,0.4824177521,0.124
"7299",0.8248175182,0.0733333333,NA,14300,0.832,NA,NA,NA,NA,NA,0.3795712484,0.027
"2668",0.6587728741,0.141221374,0.38105766129032,7600,0.635,0.3811,NA,18500,NA,0.3252,0.2887029289,0.137
"2868",0.7283413849,0.1393570537,0.35422489471221,8000,0.651,0.393,19280,12928,16558,0.1493,0.4212523719,0.082
"1163",0.8432003026,0.1487910725,0.55213619631901,11000,0.665,0.5426,22831,16533,17988,0.2968,0.3710084999,0.055
"1746",0.7658227848,0.0725388601,NA,11300,0.699,NA,12195,NA,12181,NA,0.5411764706,0.12
"4331",0.69,NA,NA,NA,0.706,NA,NA,NA,9383,NA,NA,0.145
"6984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2765",NA,NA,NA,2800,0.393,NA,13906,8525,13247,NA,0.5567226891,NA
"7312",0.4446240905,0.0738636364,NA,NA,NA,NA,NA,NA,NA,NA,0.5766062603,0.223
"1894",0.6,0.0872093023,0.34694285714285,4000,0.344,0.4571,NA,17360,NA,NA,0.3660130719,0.174
"5263",0.9305535586,0.1491414964,0.51413135768435,14200,0.781,0.5246,13212,30838,8688,0.2796,0.2709582834,0.027
"7313",0.6158612144,0.0640668524,NA,NA,0.363,NA,NA,NA,NA,NA,0.5680147059,0.13
"7237",0.4545203508,0.0773824334,0.1568,NA,NA,0.1568,NA,9480,NA,0.0024,0.5416670368,0.135
"3438",0.9585798817,0.1156462585,0.87239071925754,5200,0.617,0.8716,NA,44594,NA,0.6858,0.0887850467,0.02
"2099",0.7551020408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086
"1805",0.8961901433,0.1828784962,0.67085223208191,11100,0.668,0.6494,20194,15408,16815,0.3135,0.2890569605,0.039
"7001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",0.7653958944,0.1069717935,NA,4600,0.513,NA,10686,11558,7370,NA,0.5548549811,0.08
"5493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015
"520",0.8832684825,0.1548117155,0.49847951070336,5400,0.526,0.5244,NA,24300,NA,0.4085,0.4027355623,0.03
"4701",0.6144578313,NA,NA,10900,0.652,NA,NA,NA,11419,NA,0.534351145,0.026
"5664",0.8268110759,0.1564524165,0.61102024169184,8700,0.598,0.6029,NA,28539,NA,0.3934,0.3362930078,0.087
"6409",0.4722961945,0.0624194987,NA,4800,0.322,NA,NA,NA,NA,NA,0.5118692592,0.141
"1632",0.7291666667,NA,NA,NA,NA,NA,NA,NA,17122,NA,0.4375,0.129
"163",0.4102564103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107
"1460",0.4774959083,0.0772594752,0.5766,4800,0.464,0.5766,NA,18540,NA,NA,0.5201342282,0.204
"799",0.4840943519,0.0476985625,0.48095571428571,3600,0.35,0.4872,NA,15478,NA,0.52,0.5738443158,0.092
"2522",NA,NA,NA,44700,0.939,NA,NA,NA,NA,NA,NA,0.013
"552",0.4427916029,0.1405532534,NA,13900,0.807,0.3333,NA,12240,NA,0.3333,0.5141401957,0.068
"1849",0.875,0.2089552239,0.53437022900763,NA,0.511,0.6563,NA,19084,NA,0.5161,NA,0.048
"7310",0.4446240905,0.0738636364,NA,NA,NA,NA,NA,NA,NA,NA,0.5766062603,0.223
"7543",0.6448412698,0.1288604899,NA,7800,0.491,NA,NA,13174,NA,NA,0.4773022049,0.137
"6170",0.2647058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5357142857,0.213
"2467",0.9467213115,0.1132075472,0.78933426573426,8000,0.721,0.7886,NA,47908,NA,0.7426,0.0882800609,0.019
"6232",0.8777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068
"6847",0.7164179104,0.0971849866,NA,NA,0.461,NA,NA,NA,NA,NA,0.5492845787,0.103
"4492",NA,NA,0.4798923076923,5500,0.436,0.5882,NA,6546,NA,0.4706,0.6470588235,NA
"896",0.9248747913,0.2601156069,0.57347903225806,6500,0.641,0.5655,NA,30160,NA,0.4831,NA,0.036
"5294",0.5544252289,0.0678353659,NA,1800,0.409,NA,NA,NA,NA,NA,0.5835962145,0.094
"7700",NA,0.1092436975,NA,NA,NA,NA,NA,NA,NA,NA,0.5377358491,NA
"2890",0.8306451613,NA,NA,NA,0.597,NA,13572,NA,11423,NA,0.6216216216,0.115
"2983",NA,0.1369863014,NA,NA,0.883,NA,NA,NA,NA,NA,NA,0.06
"4443",0.6944444444,NA,NA,NA,NA,NA,15374,NA,13963,NA,NA,0.031
"486",0.2990110308,0.0424497197,NA,4200,0.366,NA,NA,17150,NA,NA,0.5394716354,0.16
"4221",0.5111926331,0.048524343,0.32247554278416,2700,0.226,0.3094,NA,5474,NA,0.1027,0.3758489217,0.128
"5155",NA,NA,NA,4100,0.402,NA,NA,NA,699,NA,0.5390625,NA
"1458",0.4539385848,0.0861573808,NA,3700,0.351,NA,10575,12456,5699,NA,0.5805970149,0.328
"268",0.3689826303,0.0457113508,NA,3300,0.339,NA,NA,NA,NA,NA,0.6605664488,0.246
"2510",NA,NA,0.3077,NA,NA,0.1923,NA,9750,NA,0,NA,NA
"7363",0.340362193,0.0557737628,NA,3000,0.389,NA,NA,NA,NA,NA,0.6500126807,0.259
"2911",0.6930385116,0.1762142361,0.53274285714285,8700,0.589,0.5505,21126,17972,18703,0.3087,0.4114001634,0.12
"2523",0.6945493794,0.1229940988,NA,5900,0.55,NA,12324,8973,8070,NA,0.4471135219,0.079
"5987",0.4722961945,0.0624194987,NA,4800,0.322,NA,NA,NA,NA,NA,0.5118692592,0.141
"1135",0.8794153471,0.1635687732,0.56362443890274,15100,0.799,0.5616,NA,28790,NA,0.3793,0.4487004104,0.047
"977",0.3534482759,NA,NA,NA,0.217,NA,NA,NA,NA,NA,0.5319148936,0.163
"3996",0.7179487179,0.1233346022,0.25448236559139,5500,0.535,0.2463,13158,6841,7395,NA,0.5290322581,0.131
"113",0.5073987539,0.0850978825,NA,4900,0.472,NA,7092,8048,2987,NA,0.4882584337,0.213
"431",0.2896174863,0.0623145401,NA,2500,0.3,NA,NA,14400,NA,NA,0.6028368794,NA
"5073",0.5563506261,0.0955882353,0.9167,4800,0.361,0.9167,NA,21225,NA,NA,0.5876623377,0.02
"6093",0.3009993108,0.0389515835,NA,2800,0.287,NA,NA,11550,NA,NA,0.5879828326,0.101
"1350",0.8409294013,0.1981659584,0.43854970414201,9100,0.632,0.4301,13981,13159,11603,0.1765,0.40234375,0.064
"4189",NA,NA,NA,1300,0.102,NA,NA,6422,NA,NA,0.5842044135,NA
"2157",0.9004576659,0.1756756757,0.59882905138339,10800,0.713,0.5911,NA,27200,NA,0.5466,0.2879708384,0.032
"6218",0.2898550725,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5873015873,0.214
"5318",0.8268110759,0.1564524165,0.56345225102319,8700,0.598,0.545,NA,28539,NA,0.3702,0.3362930078,0.087
"4817",0.6421232877,0.072300183,NA,2200,0.247,NA,NA,NA,NA,NA,0.5195702226,0.093
"1449",0.40760507,0.0840371622,NA,3200,0.376,NA,10241,12456,6158,NA,0.6230237154,0.271
"6964",0.3857271906,0.0765864333,NA,NA,0.311,NA,NA,NA,NA,NA,0.5179640719,0.133
"2384",0.5806451613,NA,NA,NA,0.18,NA,NA,NA,NA,NA,0.5391304348,0.144
"4821",0.813559322,0.1280276817,NA,7200,0.361,NA,NA,NA,NA,NA,0.3833992095,0.033
"6069",0.4089440994,0.0815370778,0.2571,6400,0.578,0.2571,NA,18048,NA,NA,0.4972857507,0.188
"4376",0.4089440994,0.0815370778,0.39878640483383,6400,0.578,0.3895,NA,18048,NA,NA,0.4972857507,0.188
"6603",0.487974988,0.0540691193,NA,5100,0.431,NA,NA,NA,NA,NA,0.5924644368,0.159
"5508",NA,NA,NA,NA,NA,1,NA,6120,NA,1,NA,0.105
"4588",0.1686746988,NA,NA,1900,0.11,NA,NA,NA,NA,NA,0.5747126437,0.194
"5579",0.4514925373,NA,NA,3000,0.277,NA,NA,NA,NA,NA,0.5631067961,0.084
"7197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4395",0.3258594918,0.0680437424,NA,NA,0.197,NA,NA,NA,NA,NA,0.5046106557,0.115
"830",0.5513221496,0.1096888334,0.36970483731644,5000,0.511,0.3838,12720,11456,8909,NA,0.4218089603,0.182
"4780",0.5075318656,0.1025641026,NA,4200,0.484,NA,14015,9495,9682,NA,0.425203252,0.224
"437",0.4545454545,0.0844155844,NA,NA,0.234,NA,NA,NA,NA,NA,0.6995305164,0.196
"1823",0.7868632708,0.1221765914,0.4670464183381,7600,0.655,0.5028,NA,17390,NA,0.2069,0.4264538198,0.054
"2671",0.537037037,0.0986622074,NA,4500,0.355,NA,11440,8533,8477,NA,0.4698113208,0.211
"6121",0.4722961945,0.0624194987,NA,4800,0.322,NA,NA,NA,NA,NA,0.5118692592,0.141
"6341",0.6805555556,0.0802919708,NA,NA,NA,NA,NA,NA,NA,NA,0.4308943089,0.122
"253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045
"3812",0.3455978975,0.0580875782,NA,3500,0.32,NA,NA,NA,NA,NA,0.5614457831,0.195
"195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016
"3665",0.5647058824,NA,NA,NA,0.222,NA,NA,NA,NA,NA,NA,0.021
"637",0.8666136303,0.1516634051,0.52116543612015,10700,0.704,0.5235,18711,20612,15643,0.2151,0.4027853632,0.04
"4085",NA,NA,NA,5900,0.408,NA,NA,NA,7089,NA,0.6111111111,NA
"5304",0.3191489362,NA,NA,NA,0.098,NA,NA,NA,NA,NA,0.7155963303,0.07
"2268",0.7152073733,0.1693989071,NA,8500,0.712,NA,NA,17039,NA,NA,0.4813153961,0.042
"7026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6834",NA,NA,0.26316842105263,NA,NA,0.3182,NA,7870,NA,0.1429,NA,NA
"2270",0.6038647343,0.0679331307,NA,4200,0.383,NA,9930,11643,6530,NA,0.6074422409,0.161
"6451",0.528516129,0.1110594796,NA,6100,0.534,NA,NA,17668,NA,NA,0.4024793388,0.197
"3451",0.7393320965,0.205630355,0.46151876923076,9500,0.663,0.4859,NA,22950,NA,0.3662,0.4424410541,0.096
"2175",0.7676894177,0.2026627219,NA,8800,0.544,NA,10778,4035,8097,NA,0.4389013453,0.113
"2034",0.3293172691,NA,NA,2400,0.183,NA,NA,NA,NA,NA,0.5260416667,0.094
"2476",0.7647058824,NA,NA,4300,0.701,NA,NA,15650,NA,NA,0.4565217391,0.098
"120",0.3661971831,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7179487179,0.297
"237",0.8435269149,0.1274700171,0.50538868067385,7600,0.599,0.5236,15200,17459,6265,0.1472,0.5243882936,0.043
"5683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054
"2601",0.9382683057,0.1377910703,0.80853488773747,10600,0.737,0.8093,22021,20260,18536,0.6794,0.2554964129,0.029
"3036",0.5641025641,0.09375,NA,1800,0.198,NA,NA,NA,NA,NA,0.4285714286,0.118
"2602",0.9097152668,0.1308055628,0.71943895149436,12100,0.735,0.7189,20566,22290,16293,0.5261,0.2879953549,0.031
"4539",0.3064516129,NA,NA,NA,0.224,NA,NA,NA,NA,NA,0.5,0.333
"2580",NA,NA,0.62903870967741,NA,NA,0.65,NA,9000,NA,0,NA,NA
"3244",0.547752809,0.0656550919,NA,2200,0.285,NA,NA,NA,NA,NA,0.536988359,0.105
"239",0.8468741394,0.1208909646,0.38108391959799,8400,0.697,0.3813,19055,17724,10340,0.104,0.50269179,0.046
"1925",0.7613636364,0.2,0.36665,NA,NA,0.3333,NA,15580,NA,0.2727,NA,0.087
"7391",0.4990326552,0.0880148758,NA,6400,0.549,NA,NA,NA,NA,NA,0.4770592608,0.132
"6039",0.064516129,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5515695067,0.441
"6206",0.6366964416,0.1384120172,NA,6600,0.571,0.5455,NA,14040,NA,1,0.3804213135,0.164
"5117",0.4604962168,0.081955202,NA,4100,0.519,NA,NA,13620,NA,NA,0.5363278975,NA
"4873",0.7179487179,NA,NA,NA,0.452,NA,NA,NA,NA,NA,NA,0.195
"426",0.727484472,0.1201413428,0.50743566721581,2600,0.409,0.4803,NA,23985,NA,0.5,0.3727034121,0.098
"875",0.3161290323,0.0559891415,0.10121698113207,4900,0.372,0.1129,15119,8984,10556,NA,0.4091470952,0.183
"798",0.3658732281,0.0231232182,NA,2400,0.218,NA,NA,NA,NA,NA,0.6382871537,0.25
"4920",0.5010281014,0.0545870249,NA,5400,0.433,NA,NA,NA,NA,NA,0.5739491437,0.148
"5828",0.5666079073,0.1131297513,NA,7600,0.629,NA,NA,NA,NA,NA,0.5212620027,0.189
"7035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6470588235,NA
"1178",0.734939759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042
"7166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3264",0.4175824176,NA,NA,2300,0.139,NA,NA,NA,NA,NA,0.5882352941,0.175
"5888",0.5913043478,NA,NA,NA,NA,NA,NA,NA,18776,NA,0.5412844037,0.125
"494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.224
"708",NA,NA,NA,NA,NA,NA,NA,9100,NA,NA,NA,0.281
"4859",0.2170151107,0.0225251926,NA,3700,0.313,NA,NA,15450,NA,NA,0.6014551334,0.212
"1962",0.7375389408,0.1248677249,0.41631079812206,10700,0.739,0.4194,NA,19652,NA,NA,0.2751196172,0.136
"4662",0.6133333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045
"1496",0.6457399103,0.0858208955,NA,2900,0.381,NA,NA,NA,NA,NA,0.5021645022,0.121
"2534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166
"7098",0.4576654115,0.0562410035,NA,NA,NA,NA,NA,13503,NA,NA,0.5221782448,0.206
"6050",0.4338889334,0.0688394988,0.10765695067264,5000,0.519,0.1036,NA,17020,NA,0.0697,0.4979599407,0.202
"373",0.6184210526,0.037535014,NA,3500,0.371,NA,11477,6256,7443,NA,0.567251462,0.188
"1961",0.6984732824,0.1723300971,NA,4800,0.532,NA,14920,6505,12072,NA,0.3093333333,0.107
"1550",0.9316770186,0.1719077568,0.72521570247933,17600,0.818,0.6966,22158,24040,20861,0.5085,0.2131868132,0.041
"2478",0.6691343964,0.1708400646,NA,6200,0.434,NA,12494,9490,8527,NA,0.424644984,0.168
"7383",0.4990326552,0.0880148758,NA,6400,0.549,NA,NA,NA,NA,NA,0.4770592608,0.132
"6831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5603448276,NA
"4367",NA,NA,NA,NA,NA,0.5,NA,11000,NA,0,NA,0.093
"7173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6413043478,NA
"1061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075
"5160",0.5476190476,0.124137931,NA,NA,0.615,NA,NA,NA,9467,NA,0.475,0.123
"4575",0.4970326409,0.0864116095,NA,4400,0.37,NA,NA,NA,NA,NA,0.5200668896,0.165
"5966",0.5010399033,0.1150308408,0.21430857142857,7200,0.544,0.2344,NA,10764,NA,0,0.4844080169,0.109
"49",NA,0.0525008868,NA,4600,0.396,NA,11713,7350,8924,NA,0.4881439084,NA
"3830",0.7705986959,0.1624441133,0.32658693693693,10800,0.718,0.3198,NA,12960,NA,0.1179,0.4785346308,0.098
"2355",0.4738562092,0.0706766917,0.14397237354085,4300,0.369,0.2375,NA,11120,NA,0.125,0.5235042735,0.267
"4764",0.4941176471,NA,0.86156923076923,4400,0.431,0.8788,NA,22613,NA,0.7273,NA,0.198
"4892",0.4089440994,0.0815370778,0.26395204460966,6400,0.578,0.2568,NA,18048,NA,0.05,0.4972857507,0.188
"1674",0.8929040736,0.1542527631,0.5097866092404,10400,0.737,0.514,20733,14400,17801,0.3307,0.352570829,0.05
"1636",0.7738095238,NA,0.36959130434782,NA,NA,0.4167,NA,14836,NA,0.2917,NA,0.048
"4356",0.6428571429,NA,NA,NA,NA,NA,22823,NA,21932,NA,NA,0.159
"7538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6963",0.9374407583,0.1610087294,NA,NA,0.785,NA,NA,NA,NA,NA,0.3392484342,0.037
"6824",0.5862068966,0.0898550725,NA,NA,NA,NA,NA,NA,NA,NA,0.404475043,0.093
"5765",0.439748715,0.0929152149,0.50830833333333,4700,0.428,0.5932,NA,15164,NA,0.8235,0.5109589041,0.196
"5140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031
"3084",0.5724859212,0.1213658295,NA,5600,0.547,NA,9855,7610,6406,NA,0.4439988542,0.194
"206",0.3900264201,0.0635670568,NA,3300,0.428,NA,10596,7272,6371,NA,0.5227272727,0.263
"3281",0.5048917877,0.1008271853,NA,3200,0.648,NA,NA,NA,NA,NA,0.5454291306,0.164
"2391",0.3184844384,0.0558375635,0.29761666666666,3300,0.399,0.3143,NA,16419,NA,NA,0.5538171691,0.213
"3194",0.5130434783,0.1,NA,3900,0.321,NA,NA,13930,NA,NA,0.5878378378,0.22
"2558",NA,NA,0.0731487804878,NA,NA,0,NA,11550,NA,0,NA,NA
"135",0.7721518987,0.199488491,0.49387714285714,9200,0.586,0.4902,NA,24300,NA,0.4902,0.3736263736,0.064
"6617",NA,NA,NA,NA,NA,0.6364,NA,5125,NA,0.0909,NA,NA
"1027",0.8649764151,0.1438021736,0.70842921437031,10000,0.727,0.7121,NA,35071,NA,0.5603,0.3116615067,0.043
"1313",0.9083969466,0.1596638655,NA,19700,0.792,1,NA,18820,NA,NA,NA,0.05
"7227",0.5517241379,0.137037037,NA,NA,NA,NA,NA,NA,NA,NA,0.4232365145,0.233
"6184",0.6573426573,0.0759493671,NA,NA,NA,NA,NA,NA,NA,NA,0.6028368794,0.236
"4863",0.8910891089,NA,NA,NA,0.421,NA,NA,NA,NA,NA,NA,0.035
"489",0.8982102908,0.1269688203,0.66084757545769,10200,0.681,0.6599,19850,18026,12567,0.2943,0.4095003085,0.036
"3300",0.8277945619,0.1402714932,0.57564487804878,5400,0.469,0.5755,NA,35410,NA,0.4811,0.3014354067,0.104
"3839",0.8510638298,0.1661931818,0.51074797136038,3800,0.562,0.5484,NA,4940,NA,0.3041,0.2038123167,0.045
"2795",0.8867595819,0.183074266,0.37329555555555,8900,0.735,0.3531,12263,8495,10703,0.1149,0.3500931099,0.061
"11",0.902676399,0.1824817518,0.6307127919911,6300,0.568,0.6422,NA,31708,NA,0.5622,0.2,0.044
"2785",0.3472868217,0.1135473767,NA,4100,0.417,NA,11867,8561,7665,NA,0.5326395459,0.386
"3202",0.2631437045,0.0628115653,NA,3500,0.41,NA,NA,NA,NA,NA,0.6130653266,0.228
"4279",0.25,NA,NA,NA,0.188,NA,NA,NA,NA,NA,0.5542168675,0.262
"7085",NA,0.0880829016,NA,NA,NA,NA,NA,NA,NA,NA,0.4709302326,NA
"7224",0.7083926031,0.0814606742,NA,NA,NA,NA,NA,NA,NA,NA,0.5852918878,0.091
"888",0.5284191829,0.1375757576,0.16385909090909,4600,0.461,0.1547,14186,12566,11034,NA,0.3812045003,0.2
"7280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.704,0.245
"7527",0.7944915254,0.2249770432,NA,3700,0.43,NA,NA,11342,NA,NA,0.3395577396,0.114
"2833",0.8930041152,0.1678321678,NA,NA,0.928,0.5,NA,19263,NA,NA,0.5340909091,0.036
"4020",0.7702702703,0.1543624161,0.71426666666666,NA,NA,0.4286,NA,28240,NA,0.3571,0.4409448819,0.104
"668",0.7843137255,NA,0.61223265306122,NA,0.516,0.625,NA,14360,NA,0.4828,NA,0.086
"5332",0.5105527638,0.0633437175,NA,2400,0.323,NA,NA,NA,NA,NA,0.5239875389,0.067
"7062",0.372292941,0.0858097415,NA,NA,NA,NA,NA,16360,NA,NA,0.4874431058,0.17
"1273",0.8219178082,0.169991327,0.47082490272373,12600,0.727,0.4665,NA,23426,NA,0.2836,0.3097014925,0.087
"4430",0.3577283372,0.0896510229,NA,6300,0.531,NA,NA,13390,NA,NA,0.4386288242,0.305
"1058",0.3347865034,0.0733325573,NA,7900,0.659,0.4667,NA,13663,NA,0.4667,0.5099347495,0.132
"472",0.9213213213,0.149817296,0.70878881298035,11000,0.72,0.6871,NA,43186,NA,0.6259,0.3324396783,0.03
"244",0.9178213091,0.1443223443,0.90859259041112,9200,0.733,0.9069,25661,35850,13707,0.7166,0.3648559126,0.029
"5393",0.2440888464,0.032345345,NA,3700,0.416,NA,NA,11979,NA,NA,0.5620485883,0.19
"2381",0.4684684685,0.0653495441,NA,4800,0.335,NA,NA,11330,NA,NA,0.4866468843,0.146
"7436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"576",0.9208568878,0.1438804111,0.69756551845652,9300,0.667,0.6982,26706,33151,21792,0.4609,0.211033132,0.027
"3159",0.8813559322,0.202970297,NA,NA,0.902,NA,NA,NA,NA,NA,0.5028248588,NA
"4805",0.6818181818,NA,NA,NA,0.524,NA,14982,NA,10724,NA,NA,0.07
"3859",0.897275641,0.1754958878,0.50439331295376,5400,0.622,0.4977,13857,18250,11814,0.2289,0.3185556412,0.05
"3365",0.4852886406,0.0988117573,NA,4800,0.496,NA,13793,12030,9763,NA,0.5636221702,0.257
"5795",0.3881278539,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.510989011,0.099
"6275",0.4773809524,0.0803822372,NA,4700,0.388,NA,NA,NA,NA,NA,0.5597269625,0.183
"6704",0.3158248254,0.0674835571,0.63934426229508,3500,0.498,0.7159,NA,16968,NA,1,0.5539303128,0.254
"786",0.3745318352,NA,NA,2000,0.261,NA,NA,NA,NA,NA,0.5388888889,0.168
"1110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"5607",0.186450168,NA,NA,3700,0.231,NA,NA,NA,NA,NA,0.4800884956,0.215
"6699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5131578947,0.166
"1902",0.6530612245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.236
"7490",0.5857299671,0.072292801,NA,6200,0.604,NA,NA,NA,NA,NA,0.4870651204,0.117
"462",0.9128440367,0.1612903226,0.8307280155642,5900,0.559,0.8397,NA,47020,NA,0.8015,0.1881188119,0.033
"1516",0.7408906883,0.0927985948,NA,4200,0.422,NA,NA,NA,NA,NA,0.419926446,0.115
"7525",0.671436142,0.1169544741,NA,9600,0.64,NA,NA,NA,NA,NA,0.4956501832,0.127
"4099",0.2920353982,NA,NA,NA,0.195,NA,NA,NA,NA,NA,0.6842105263,0.158
"483",0.6572668113,0.0943126608,NA,4500,0.488,NA,14194,5702,9213,NA,0.4247168554,0.111
"1098",0.852614897,0.1807116105,0.60582367049009,10900,0.694,0.6136,NA,29620,NA,0.5103,0.3025125628,0.071
"6723",0.4722961945,0.0624194987,NA,4800,0.322,NA,NA,NA,NA,NA,0.5118692592,0.141
"7097",0.4576654115,0.0562410035,NA,NA,NA,NA,NA,13503,NA,NA,0.5221782448,0.206
"1472",NA,NA,NA,3900,0.406,NA,NA,NA,NA,NA,NA,0.354
"3564",0.8616352201,0.1698412698,0.5240411392405,8600,0.639,0.516,NA,20468,NA,0.3831,0.2327150084,0.053
"3704",0.8271271464,0.144080256,0.47833157273532,10800,0.73,0.4811,19430,19693,13028,0.1827,0.4150316933,0.062
"627",0.5590659341,0.1011904762,NA,3700,0.428,NA,14911,7127,10072,NA,0.5035294118,0.205
"1009",NA,NA,NA,39700,0.936,NA,NA,NA,NA,NA,NA,0.002
"5850",0.2883145249,0.0839954597,0.41251340996168,3200,0.323,0.3928,NA,16968,NA,0.3115,0.5288184438,0.22
"7291",0.5365853659,0.0972644377,NA,NA,NA,NA,NA,NA,NA,NA,0.5801526718,0.141
"5754",0.3962264151,NA,NA,NA,0.215,NA,NA,NA,NA,NA,NA,NA
"731",NA,NA,NA,7900,0.527,NA,NA,NA,9783,NA,0.5660377358,NA
"226",NA,NA,NA,24700,0.889,NA,NA,NA,NA,NA,NA,0.007
"6996",0.4997817547,0.0559183673,NA,NA,NA,NA,NA,NA,NA,NA,0.5795454545,0.147
"1992",0.3472750317,0.0578512397,0.27819570354457,4300,0.351,0.2982,836,5916,6547,0.1278,0.4186666667,0.164
"7539",0.9132435466,0.1560886403,NA,11900,0.723,NA,NA,24468,NA,NA,0.3615320367,0.033
