"","RPY_3YR_RT","INC_PCT_M2","C150_4_POOLED_SUPP","PCT10_EARN_WNE_P6","GT_25K_P6","C150_4","NPT4_75UP_PUB","TUITIONFEE_OUT","NPT4_PUB","C100_4","PAR_ED_PCT_1STGEN","CDR3"
"117",0.5733610822,0.0811287478,NA,7000,0.654,NA,NA,NA,NA,NA,0.5397536394,0.112
"118",0.3248615184,0.0892671518,NA,6300,0.623,NA,11768,7830,8396,NA,0.5097978227,0.299
"119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048
"120",0.3661971831,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7179487179,0.297
"121",0.6061080658,0.0982711556,NA,5400,0.593,NA,12346,7830,8320,NA,0.4261896492,0.163
"122",0.3654096229,0.0761099366,NA,5100,0.453,NA,11294,7830,7691,NA,0.5720844812,0.285
"123",0.8253968254,0.175879397,0.54837258064516,NA,0.531,0.6119,NA,22466,NA,0.4627,0.311827957,0.059
"124",0.2975845411,0.0431177446,NA,3100,0.341,NA,NA,NA,NA,NA,0.577092511,0.235
"125",0.6200592154,0.1347126006,NA,9300,0.682,NA,NA,NA,NA,NA,0.532370855,0.171
"126",0.648410366,0.1890756303,0.14281948051948,5100,0.566,0.0235,NA,6000,NA,0,0.5960591133,0.147
"127",0.4761904762,0.0613842781,NA,4300,0.272,NA,NA,NA,NA,NA,0.5513491744,0.126
"128",0.5374855825,0.0862911104,NA,4600,0.45,NA,10387,8088,7108,NA,0.4919203307,0.232
"129",0.6812191104,0.1297255308,0.25313482517482,5800,0.594,0.2654,16286,17764,13619,0.0814,0.4232571763,0.086
"130",0.9413067553,0.1477045908,NA,26200,0.907,NA,NA,NA,NA,NA,0.3965141612,0.011
"131",0.2608695652,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5882352941,0.192
"132",0.1805324459,0.0602517986,0.16836754563894,NA,0.287,0.194,NA,8040,NA,0.0448,0.4879912664,0.254
"133",0.1866666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4819277108,0.146
"134",0.4166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102
"135",0.7721518987,0.199488491,0.49387714285714,9200,0.586,0.4902,NA,24300,NA,0.4902,0.3736263736,0.064
"136",0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6015936255,0.026
"137",0.8039215686,NA,NA,NA,0.284,NA,NA,NA,NA,NA,0.520661157,0.144
"138",0.8557974048,0.1512655384,0.61208619747181,10300,0.689,0.6228,16953,20300,14143,0.3722,0.286459981,0.063
"139",0.3867753623,0.0824949698,0.26585903337169,4100,0.372,0.2721,12500,11908,8134,0.0977,0.4200913242,0.247
"140",0.5849647612,0.1283746556,NA,3900,0.467,NA,10307,4518,6859,NA,0.4723086497,0.2
"141",0.6645213194,0.1490610329,0.38170041200706,6100,0.519,0.393,13691,13480,11752,0.202,0.4100919393,0.102
"142",0.6406893004,0.1470116326,0.42329719813208,6500,0.556,0.4455,12860,10878,10205,0.2438,0.4777829747,0.171
"143",0.4625693161,0.1087061087,0.28246885758998,6800,0.448,0.2844,12179,12052,10141,0.1598,0.5477415666,0.249
"144",0.4549763033,0.0588235294,NA,1500,0.221,NA,NA,NA,NA,NA,0.4971098266,0.089
"145",0.8023407022,0.1396054628,NA,14800,0.805,NA,NA,8402,NA,NA,0.431630972,0.061
"146",0.4288121314,0.118487395,NA,3300,0.369,NA,11695,5232,6239,NA,0.5395256917,0.243
"147",0.7699740749,0.1536777583,0.43457305888483,8000,0.575,0.4467,13989,13806,11087,0.214,0.3592970791,0.091
"148",0.7601156069,0.1527196653,0.35349116279069,6200,0.578,0.3173,NA,13800,NA,0.3261,0.3976470588,0.109
"149",NA,NA,NA,3000,0.373,NA,NA,5212,5989,NA,0.6463414634,NA
"150",0.5555555556,0.2177419355,0.24164,NA,0.468,0.1935,NA,11800,NA,0.0588,NA,0.246
"151",NA,NA,NA,3500,0.307,NA,NA,1350,2373,NA,0.5887445887,NA
"152",0.503030303,NA,NA,3500,0.32,NA,8084,3390,3547,NA,0.486381323,0.281
"153",0.3952164009,0.0405515004,NA,2500,0.263,NA,NA,NA,NA,NA,0.6025641026,0.218
"154",0.519047619,0.0977312391,NA,NA,NA,NA,NA,NA,NA,NA,0.4508196721,0.122
"155",0.4054242003,0.0754017305,NA,3700,0.383,NA,9578,4540,8575,NA,0.5265454545,0.26
"156",0.4754672897,0.1338582677,NA,4000,0.44,NA,NA,3942,1778,NA,0.5233082707,0.244
"157",0.9104644656,0.200498132,0.62371855670103,8600,0.635,0.6255,NA,17040,NA,0.4337,0.24,0.031
"158",0.636977887,0.1356382979,0.32210377733598,7600,0.535,0.3619,11740,14220,9716,0.1851,0.426152948,0.149
"159",0.8770301624,0.1618257261,0.71196415094339,5200,0.547,0.7256,NA,39290,NA,0.6605,0.1538461538,0.048
"160",0.5833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5192307692,0.154
"161",0.7358490566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116
"162",0.9098805646,0.197044335,0.63173203592814,12300,0.757,0.6059,NA,23588,NA,0.5212,0.3119266055,0.031
"163",0.4102564103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107
"164",0.5365853659,0.0972644377,NA,NA,NA,NA,NA,NA,NA,NA,0.5801526718,0.141
"165",0.5,0.0733333333,NA,NA,0.154,NA,NA,NA,NA,NA,0.5190839695,0.114
"166",NA,NA,NA,4100,0.307,NA,NA,7594,11141,NA,0.585492228,NA
"167",0.5666666667,NA,NA,3900,0.374,NA,12451,3634,8092,NA,0.6268412439,0.095
"168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6470588235,0.05
"169",0.1894736842,NA,NA,NA,0.132,NA,NA,NA,NA,NA,0.5,0.183
"170",0.5291375291,0.0896551724,NA,3500,0.406,NA,NA,4176,3785,NA,0.5432937182,0.228
"171",NA,NA,NA,3700,0.493,NA,NA,2321,6339,NA,0.6462264151,NA
"172",0.861167002,0.1877133106,0.59152731958762,7700,0.565,0.5817,NA,23320,NA,0.5074,0.25,0.068
"173",0.6164772727,0.1027900147,NA,3700,0.401,NA,12227,5950,8454,NA,0.5627062706,0.139
"174",0.4112676056,0.061440678,NA,3900,0.349,NA,10419,5032,6400,NA,0.51625,0.192
"175",0.6995305164,0.156133829,0.47985871313672,5900,0.53,0.4769,NA,24470,NA,0.3692,0.3967611336,0.175
"176",0.6189856957,0.1165172855,NA,5000,0.47,NA,9345,3788,5566,NA,0.5116959064,0.169
"177",0.3830734967,0.0703812317,0.41482962962962,4600,0.367,0.3857,NA,12564,NA,0.2357,0.425087108,0.156
"178",0.5054945055,NA,NA,3100,0.298,NA,NA,4315,4177,NA,0.5098389982,0.17
"179",0.4464023495,0.0689338235,NA,4000,0.434,NA,6647,5590,3773,NA,0.5285087719,0.267
"180",0.3157894737,0.1538461538,NA,NA,NA,NA,NA,NA,NA,NA,0.5660377358,0.095
"181",0.3765652952,0.0779782037,NA,4100,0.451,NA,13510,5753,9647,NA,0.4988764045,0.188
"182",0.503030303,NA,NA,3600,0.414,NA,11272,4396,9109,NA,0.5249266862,0.233
"183",NA,NA,NA,2800,0.267,NA,6360,5280,5714,NA,0.7087628866,NA
"184",0.5826771654,0.0952380952,NA,NA,0.241,NA,NA,NA,NA,NA,0.4090909091,0.177
"185",0.5657894737,NA,NA,NA,0.164,NA,NA,NA,NA,NA,NA,0.106
"186",NA,NA,NA,NA,NA,NA,NA,4200,NA,NA,0.5576036866,NA
"187",0.7664473684,0.2011331445,0.4021786231884,6700,0.522,0.4056,NA,14360,NA,0.2867,0.3611111111,0.089
"188",0.490990991,0.075095057,NA,5900,0.451,NA,NA,4442,10666,NA,0.5550405562,0.194
"189",0.5924137931,0.120123839,0.30206666666666,7100,0.572,0.3061,13208,11186,10150,0.1815,0.4311172036,0.18
"190",0.4122137405,0.0964230171,NA,4200,0.442,NA,NA,6117,8112,NA,0.552293578,0.219
"191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",0.6061688312,0.1313750807,0.24419125827814,6200,0.515,0.2578,10227,10511,7536,0.1288,0.5057900635,0.203
"193",0.5798368298,0.1109674639,0.31456226303317,4400,0.512,0.3111,NA,19740,NA,0.0497,0.3810349096,0.11
"194",0.4089440994,0.0815370778,0.37326267281105,6400,0.578,0.3388,NA,18048,NA,NA,0.4972857507,0.188
"195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016
"196",0.4130434783,NA,NA,5500,0.5,NA,NA,NA,NA,NA,0.5913043478,0.205
"197",0.4169741697,0.0915750916,NA,NA,0.286,NA,NA,NA,NA,NA,0.4162679426,0.167
"198",0.5217391304,NA,NA,3400,0.447,NA,7360,6256,4783,NA,0.55898654,0.175
"199",0.408839779,0.1267893661,NA,3300,0.4,NA,NA,6750,5038,NA,0.6184861164,0.245
"200",0.7612612613,0.1536643026,NA,3500,0.409,NA,NA,30650,NA,NA,0.2706766917,0.097
"201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.219
"202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037
"203",NA,NA,NA,NA,0.132,NA,NA,NA,NA,NA,0.7391304348,NA
"204",0.5694570822,0.0750343407,NA,5200,0.502,NA,NA,NA,NA,NA,0.5788822948,0.08
"205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054
"206",0.3900264201,0.0635670568,NA,3300,0.428,NA,10596,7272,6371,NA,0.5227272727,0.263
"207",0.3017883756,0.0601438492,NA,3800,0.407,NA,8754,5664,5367,NA,0.5823882588,0.261
"208",0.8866571019,0.1051752922,0.65476666666666,6200,0.665,0.6716,NA,37830,NA,0.3134,0.2323943662,0.032
"209",0.3596574691,NA,NA,4800,0.369,NA,NA,NA,NA,NA,0.5928961749,0.268
"210",0.3381088825,NA,NA,NA,0.316,NA,NA,NA,NA,NA,0.56,0.305
"211",0.8917197452,0.1739237392,0.66153601651186,9300,0.695,0.6716,NA,33096,NA,0.4679,0.3616438356,0.036
"212",0.3770812929,0.0680345572,NA,4000,0.428,NA,7031,7120,3849,NA,0.6388429752,0.213
"213",NA,0.0673922143,NA,3100,0.424,NA,10361,5400,8833,NA,0.5718782791,NA
"214",0.4383561644,0.068,NA,2900,0.218,NA,NA,NA,NA,NA,0.5614973262,0.092
"215",NA,NA,0.77585517241379,NA,NA,0.75,NA,9120,NA,0.4167,0.54,0.111
"216",0.9397654584,0.1656734207,0.68562550458715,7200,0.616,0.6891,NA,33322,NA,0.5083,0.2175015853,0.022
"217",0.706744868,0.1517857143,0.45232544169611,4000,0.451,0.5591,NA,20112,NA,0.5276,0.2736318408,0.105
"218",0.7814814815,0.0612244898,NA,NA,0.705,NA,NA,NA,NA,NA,0.6431718062,0.07
"219",0.6274509804,0.0689821515,0.04167539682539,6000,0.603,0.0394,NA,11850,NA,NA,0.506246282,0.011
"220",0.4709507042,0.0778142832,NA,3300,0.423,NA,10019,6164,4975,NA,0.5041250543,0.253
"221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
"222",0.8392857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3875,0.032
"223",0.6206896552,0.0896155011,NA,4700,0.452,NA,12298,5698,8234,NA,0.4946703514,0.163
"224",0.8243948742,0.1609349812,0.56805809935205,7000,0.63,0.5538,NA,29422,NA,0.4005,0.4110840438,0.047
"225",0.8698412698,0.1454545455,0.57506073903002,6300,0.516,0.5425,NA,41942,NA,0.2874,0.247826087,0.033
"226",NA,NA,NA,24700,0.889,NA,NA,NA,NA,NA,NA,0.007
"227",NA,0.1910828025,0.9229175588865,NA,0.793,0.9153,NA,43362,NA,0.8475,NA,0.025
"228",0.9142280525,0.1833188532,0.67773002207505,10000,0.681,0.6577,NA,37140,NA,0.583,0.304099142,0.027
"229",0.9584178499,0.1498344371,0.72034152790136,13800,0.777,0.75,22793,20078,18047,0.3614,0.2634491919,0.016
"230",0.8248175182,0.0733333333,NA,14300,0.832,NA,NA,16350,NA,NA,0.3795712484,0.027
"231",0.7965305385,0.1309642147,0.40340522727272,8500,0.629,0.4118,13958,17952,6297,0.1598,0.5885152284,0.067
"232",0.8526398739,0.153418124,0.52626047540077,6300,0.584,0.5328,14721,17846,6759,0.1479,0.5922123894,0.056
"233",0.7891711478,0.1450964073,0.44788936170212,7200,0.599,0.4796,13917,17710,6712,0.1258,0.6048401343,0.069
"234",0.9156353135,0.1385632327,0.54079909274193,9900,0.67,0.5638,18092,18064,11085,0.1178,0.4800781837,0.032
"235",0.8845507976,0.1433930094,0.57660018392495,8500,0.645,0.5926,20697,18162,13640,0.1969,0.4521233974,0.055
"236",0.7623282134,0.1054723326,0.30795488346281,7500,0.615,0.3228,11369,17299,2416,0.0472,0.5768188451,0.077
"237",0.8435269149,0.1274700171,0.50538868067385,7600,0.599,0.5236,15200,17459,6265,0.1472,0.5243882936,0.043
"238",0.8879071608,0.1478425305,0.5465796004206,8500,0.651,0.5572,14709,17475,7237,0.1394,0.4875980496,0.035
"239",0.8468741394,0.1208909646,0.38108391959799,8400,0.697,0.3813,19055,17724,10340,0.104,0.50269179,0.046
"240",0.8878772112,0.1246253746,0.62862207612456,9100,0.645,0.6517,16598,17612,9389,0.149,0.4808894354,0.038
"241",0.8323408154,0.1007952477,0.38278637815858,8100,0.631,0.4105,12187,17508,3287,0.0626,0.6319205298,0.06
"242",0.8266033254,0.1174775719,0.46286763250883,7700,0.618,0.4676,17873,17709,8918,0.119,0.5370760037,0.052
"243",0.8528052805,0.1353454172,0.43306096464336,9000,0.667,0.4373,17357,17808,8953,0.0753,0.4887604367,0.058
"244",0.9178213091,0.1443223443,0.90859259041112,9200,0.733,0.9069,25661,35850,13707,0.7166,0.3648559126,0.029
"245",0.9402238315,0.1529255319,0.82272181854879,9200,0.696,0.8321,25570,36774,15514,0.5348,0.4136546185,0.027
"246",0.9252991453,0.1662134602,0.86157980586621,8700,0.684,0.8649,24010,36057,12771,0.6821,0.4675324675,0.023
"247",0.934856176,0.1474742638,0.90651233731311,8600,0.718,0.9098,24975,35583,13399,0.7181,0.3685678427,0.015
"248",0.8712280702,0.1705715757,0.67886509503826,8200,0.618,0.6933,23191,36285,13144,0.4429,0.4472586873,0.043
"249",0.936051628,0.1564230717,0.85992557474687,8600,0.706,0.8618,23673,36305,14136,0.5708,0.4044755671,0.025
"250",NA,NA,NA,49200,0.955,NA,NA,NA,NA,NA,NA,0.007
"251",0.9195360638,0.1532937871,0.80996392951744,9100,0.68,0.8129,27488,36743,15755,0.6919,0.4173897325,0.04
