"","RPY_3YR_RT","INC_PCT_M2","C150_4_POOLED_SUPP","PCT10_EARN_WNE_P6","GT_25K_P6","C150_4","NPT4_75UP_PUB","TUITIONFEE_OUT","NPT4_PUB","C100_4","PAR_ED_PCT_1STGEN","CDR3"
"2031",0.6280922432,0.1222570533,0.598630859375,5900,0.547,0.626,NA,23885,NA,0.4463,0.4230769231,0.152
"2032",0.5254691689,0.1500493583,NA,5200,0.443,NA,9314,4488,6880,NA,0.4836895388,0.205
"2033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078
"2034",0.3293172691,NA,NA,2400,0.183,NA,NA,NA,NA,NA,0.5260416667,0.094
"2035",0.3498452012,0.0492424242,NA,3900,0.382,NA,NA,14048,NA,NA,0.5783227848,0.201
"2036",0.8637653737,0.205229794,0.50441906158357,6900,0.551,0.4793,NA,20796,NA,0.3432,0.2803660566,0.064
"2037",0.7768662838,0.1600753296,0.44473157894736,11300,0.708,0.4813,NA,22770,NA,0.2353,0.340862423,0.061
"2038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082
"2039",0.5849056604,0.1587301587,NA,NA,NA,NA,NA,13686,17364,NA,NA,0.135
"2040",0.528851244,0.1077480425,NA,5100,0.46,NA,11182,5064,7096,NA,0.4853693741,0.211
"2041",0.8657937807,0.217699115,0.4797199376947,9000,0.579,0.3529,NA,19530,NA,0.2579,0.4163498099,0.079
"2042",0.3214849921,0.0415704388,0.09285012722646,3900,0.368,0.0829,12395,9853,9064,0.0073,0.4441219158,0.256
"2043",0.7671451356,0.1397459165,0.75799822064056,6000,0.542,0.7015,NA,13850,NA,NA,0.4453280318,0.073
"2044",0.1441441441,NA,NA,NA,0.109,NA,NA,NA,NA,NA,0.7619047619,0.12
"2045",0.503649635,NA,NA,3800,0.337,NA,NA,NA,NA,NA,0.4912280702,0.215
"2046",0.5788842232,0.1601503759,NA,4900,0.455,NA,8792,4656,6363,NA,0.4882729211,0.225
"2047",0.5849056604,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475,0.161
"2048",0.9675090253,0.141903172,NA,18400,0.875,NA,NA,NA,NA,NA,0.3280141844,0.008
"2049",0.8251231527,0.1486068111,0.55515448275862,3700,0.385,0.529,NA,35118,NA,0.413,0.2222222222,0.102
"2050",NA,NA,NA,NA,NA,1,NA,18737,NA,1,NA,NA
"2051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016
"2052",NA,NA,NA,NA,NA,NA,NA,4500,2402,NA,NA,NA
"2053",0.7358490566,NA,NA,NA,NA,NA,16707,NA,12211,NA,NA,0.129
"2054",0.4493597206,0.1233898305,0.24817473309608,5000,0.471,0.2527,11942,13378,10043,0.0899,0.427107959,0.207
"2055",0.7744646246,0.1597526411,0.4753873160832,10400,0.682,0.4972,NA,15580,NA,0.2917,0.3574647887,0.034
"2056",0.8306551298,0.2107795958,NA,10800,0.737,NA,9803,10560,9141,NA,0.3801652893,0.076
"2057",0.8349514563,NA,NA,6400,0.667,NA,NA,NA,NA,NA,NA,0.023
"2058",0.5737417943,0.1026235509,NA,5000,0.506,NA,11003,6900,7954,NA,0.469378891,0.182
"2059",0.8321678322,0.1183431953,NA,NA,0.861,NA,NA,10585,NA,NA,0.4794520548,NA
"2060",0.827562797,0.1711409396,0.6666931372549,14100,0.781,0.6604,NA,25884,NA,0.4686,0.331842576,0.055
"2061",0.6166666667,0.1185185185,NA,3100,0.324,NA,NA,NA,NA,NA,0.5789473684,0.097
"2062",0.418079096,0.068762279,NA,3100,0.244,NA,NA,10325,NA,NA,0.5435294118,0.229
"2063",0.4081632653,0.0853658537,NA,2100,0.292,NA,NA,NA,NA,NA,0.4946236559,0.248
"2064",0.7763157895,0.1942446043,0.21209696969696,NA,NA,0.4,NA,5760,NA,0.2222,NA,0.03
"2065",0.5050136737,0.1352880658,NA,5200,0.416,NA,11078,5240,8801,NA,0.5170618855,0.233
"2066",0.4012944984,0.0589970501,0.3276266211604,4500,0.477,0.293,NA,15378,NA,0.2276,0.5039787798,0.15
"2067",0.7807276303,0.1686746988,0.44149388297872,8000,0.595,0.4422,NA,22760,NA,0.2814,0.3987730061,0.059
"2068",0.3928571429,NA,NA,NA,0.174,NA,NA,NA,NA,NA,0.6730769231,0.284
"2069",0.3557642149,0.0672748005,0.64770487804878,4700,0.329,0.6967,NA,14702,NA,NA,0.504867872,0.226
"2070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125
"2071",0.7302771855,0.1604503871,0.36909571332886,7100,0.55,0.3673,10691,10450,8314,0.1557,0.4491829414,0.116
"2072",0.6666666667,NA,NA,NA,0.585,0.75,NA,15530,NA,0,NA,NA
"2073",0.6508704062,0.1844863732,0.26534113557358,6900,0.522,0.282,NA,18400,NA,0.1511,0.4058823529,0.156
"2074",0.6781923999,0.1482813749,0.34903606557377,6600,0.555,0.3567,13163,12420,10367,0.1527,0.4276109368,0.157
"2075",0.8972394664,0.1604785013,0.69775807456347,12500,0.735,0.6948,20278,24460,17238,0.4602,0.2082697052,0.042
"2076",0.7700645756,0.1349003577,0.51773116057233,10900,0.701,0.5221,21563,18222,18802,0.2245,0.3404788419,0.072
"2077",0.9400530504,0.1673209028,0.62948286270691,15900,0.819,0.6332,17491,23771,14874,0.2442,0.2415933782,0.031
"2078",0.7832512315,0.1290939517,0.43715895439377,10600,0.693,0.4165,16457,23142,12318,0.2105,0.3850651076,0.076
"2079",0.5680819912,0.1213768116,NA,4700,0.431,NA,10752,5820,7661,NA,0.4636986301,0.166
"2080",NA,0.1739130435,NA,NA,0.736,NA,19927,NA,15155,NA,0.5205479452,0.088
"2081",0.5400516796,0.0855018587,NA,2800,0.239,NA,NA,NA,NA,NA,0.4424778761,0.235
"2082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019
"2083",0.5492957746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125
"2084",0.9240506329,0.1785085144,0.71124166666666,11900,0.687,0.7054,14583,13438,12148,0.5675,0.2041692213,0.039
"2085",0.838033261,0.1913856156,0.50034910949868,12100,0.63,0.499,14013,11526,10570,0.2512,0.3186907838,0.078
"2086",0.8138801262,0.1857142857,0.47525019011406,5000,0.458,0.4701,NA,11360,NA,0.1,0.2359882006,0.051
"2087",NA,0.2874779541,0.63964486486486,7800,0.506,0.6337,NA,18530,NA,0.619,0.3406998158,NA
"2088",0.7812423275,0.1378333727,0.42382,11400,0.755,0.4167,NA,11170,NA,0.123,0.4781647319,0.079
"2089",0.4186046512,NA,0.61403508771929,4100,0.451,0.75,NA,17640,NA,NA,0.475,0.19
"2090",0.68,NA,NA,NA,0.5,NA,22952,NA,17620,NA,0.6172839506,0.193
"2091",0.688057041,0.1206997085,0.79387602523659,9800,0.737,0.75,NA,14457,NA,0.1034,0.4202514891,0.095
"2092",NA,0.1744186047,NA,23600,0.889,NA,NA,NA,NA,NA,NA,0.02
"2093",0.896713615,0.1540469974,0.69239627586206,14200,0.786,0.6927,NA,32865,NA,0.6229,0.2110960758,0.036
"2094",0.6815286624,0.1542857143,NA,4800,0.542,NA,12460,NA,11310,NA,0.4580645161,0.101
"2095",0.3881970763,0.0745247148,0.39714609929078,2900,0.326,0.4358,NA,13500,NA,0,0.5629791895,0.207
"2096",0.8793814433,0.1347384268,0.70643608976329,15000,0.785,0.7155,NA,37966,NA,0.5819,0.225250501,0.043
"2097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2098",0.4067085954,NA,0.4989627254509,3800,0.356,0.4852,NA,NA,NA,0.3939,NA,NA
"2099",0.7551020408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086
"2100",0.6326530612,NA,NA,NA,0.6,NA,NA,NA,12604,NA,NA,0.16
"2101",0.6883116883,0.1414141414,0.3472,4100,0.483,0.4444,NA,9145,NA,0.1739,NA,0.096
"2102",NA,0.1744471744,0.66108912133891,29200,0.923,0.6624,NA,26872,NA,0.6624,0.2075949367,0.01
"2103",0.6201395813,0.0834209269,NA,4800,0.401,NA,10498,6060,7112,NA,0.4511225444,0.14
"2104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022
"2105",0.8064516129,0.176035503,0.50467248243559,7800,0.593,0.4922,NA,20840,NA,0.3497,0.3802588997,0.089
"2106",0.6014644351,0.111023622,NA,5500,0.452,NA,15077,7140,11962,NA,0.4995579134,0.189
"2107",NA,0.1589958159,NA,NA,0.915,NA,NA,NA,NA,NA,0.3468468468,0.018
"2108",0.3379860419,0.0382293763,NA,4400,0.254,NA,NA,NA,NA,NA,0.5304798962,0.105
"2109",0.505648441,0.1207255427,NA,6100,0.448,NA,8445,4752,6662,NA,0.514137931,0.261
"2110",0.8294117647,0.1995359629,0.5383,7400,0.55,0.491,NA,28510,NA,0.464,0.3161953728,0.06
"2111",0.7761976048,0.167311412,0.50062582781456,9900,0.583,0.512,15299,12450,12050,0.2943,0.406489053,0.101
"2112",0.840185379,0.172198889,0.54044609101516,10800,0.645,0.5474,16878,13668,14866,0.31,0.3534495175,0.073
"2113",0.462915601,0.0970688999,NA,4500,0.388,NA,12405,6048,8036,NA,0.5776566757,0.282
"2114",0.645751634,0.2010471204,NA,5200,0.481,NA,8751,5040,7055,NA,0.5109321059,0.187
"2115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008
"2117",0.9505300353,0.1287726358,0.94513969996341,12600,0.82,0.9496,NA,46467,NA,0.902,0.0903426791,0.014
"2118",0.8257183231,0.1555826724,0.61349820224719,8200,0.624,0.6364,NA,24600,NA,0.4251,0.3389149364,0.051
"2119",0.5222222222,0.1625766871,NA,3700,0.451,NA,NA,19000,NA,NA,0.4668989547,0.127
"2120",0.8381962865,0.192893401,0.67664967880085,9900,0.633,0.6639,NA,22560,NA,0.5041,0.2823218997,0.101
"2121",0.8956356736,0.1555555556,0.59130452079566,13000,0.728,0.5962,NA,31620,NA,0.5736,0.2317596567,0.056
"2122",0.8406040268,0.1721311475,0.54573351800554,10800,0.637,0.5272,NA,21260,NA,0.4348,0.3083700441,0.035
"2123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108
"2124",NA,NA,NA,1400,0.233,NA,NA,2670,NA,NA,0.3553719008,NA
"2125",0.5882352941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166
"2126",0.7556485356,0.1514312096,NA,9000,0.629,NA,12638,8204,9177,NA,0.3536585366,0.082
"2127",0.7321428571,0.1111111111,NA,NA,NA,NA,NA,NA,NA,NA,0.5140186916,0.148
"2128",0.953125,0.2061657033,0.65225910447761,10900,0.715,0.6316,NA,29280,NA,0.4766,0.2062868369,0.034
"2129",0.7284482759,0.1884057971,NA,4800,0.495,NA,5101,10319,3620,NA,0.4162162162,0.157
"2130",NA,NA,NA,NA,0.167,NA,NA,2260,3148,NA,0.4210526316,NA
"2131",0.7655468192,0.1553956835,0.36085621468926,6800,0.612,0.2384,15862,17466,13054,0.1035,0.4172008547,0.11
"2132",0.6807653575,0.1314102564,NA,5100,0.451,NA,11886,10977,7965,NA,0.4114219114,0.128
"2133",NA,NA,NA,NA,0.327,NA,NA,2410,9002,NA,0.301369863,NA
"2134",NA,NA,NA,1800,0.199,NA,NA,2250,3793,NA,0.3958333333,NA
"2135",0.66769468,0.1081314879,NA,5600,0.459,NA,13337,9346,9676,NA,0.4304511278,0.179
"2136",0.7714285714,0.167816092,0.33877346938775,5400,0.519,0.3909,NA,21556,NA,0.2617,0.3975609756,0.129
"2137",0.6444444444,0.1395045632,NA,7400,0.581,NA,14263,8357,10844,NA,0.3761061947,0.153
"2138",NA,NA,NA,1100,0.205,NA,NA,2860,8274,NA,0.4083333333,NA
"2139",0.7601156069,0.1215277778,NA,6300,0.527,NA,9345,7860,6517,NA,0.3977695167,0.11
"2140",0.6956521739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086
"2141",0.7556485356,0.1514312096,0.46457637795275,9000,0.629,0.4406,15253,19147,11826,0.1717,0.3536585366,0.082
"2142",0.8829195205,0.1625779626,0.49523522012578,9000,0.635,0.4964,18786,21391,16600,0.1961,0.2508171715,0.048
"2143",0.7741324921,0.1343864469,0.47687682532347,7500,0.541,0.4823,15864,22372,12863,0.252,0.3207593688,0.099
"2144",0.7707808564,0.1296023564,0.31168909090909,6500,0.614,0.2613,16123,17312,13636,0.0966,0.384,0.131
"2145",0.8806941432,0.1727861771,0.41002301587301,6300,0.612,0.4162,NA,24530,NA,0.269,0.2737819026,0.082
"2146",0.4726368159,NA,0.55932485875706,1600,0.354,0.593,NA,11463,NA,0.2558,0.3985680191,0.2
"2147",0.7811550152,0.1888888889,0.41048951965065,6200,0.537,0.4558,10855,15490,9474,0.2119,0.3441780822,0.09
"2148",0.4875,NA,NA,5000,0.191,NA,NA,NA,NA,NA,NA,0.179
"2149",0.8362831858,0.1863905325,0.36953768115942,13600,0.802,0.2941,NA,6450,NA,0.1471,0.4494314782,0.054
"2150",0.9451754386,0.1724137931,0.52831509433962,21000,0.88,0.5909,NA,13352,NA,0.1111,0.3768844221,0.031
"2151",0.943877551,0.2234848485,0.73530588235294,24900,0.909,0.8,NA,13592,NA,0.04,0.36,0.022
"2152",0.7345739471,0.1737125288,NA,6600,0.5,NA,9946,3960,7162,NA,0.5393508226,0.134
"2153",0.8134556575,0.1724436742,0.34728990147783,8800,0.622,0.3623,12948,5698,11060,0.1737,0.3693444137,0.104
"2154",0.7534246575,0.1156716418,NA,4100,0.328,NA,NA,NA,NA,NA,0.3836206897,0.119
"2155",0.9223300971,0.2132616487,0.64992290502793,10700,0.641,0.663,NA,25950,NA,0.4579,0.2071563089,0.02
"2156",0.9391634981,0.1258041458,0.76903490419471,16100,0.806,0.7785,NA,35360,NA,0.6575,0.1757259866,0.02
"2157",0.9004576659,0.1756756757,0.59882905138339,10800,0.713,0.5911,NA,27200,NA,0.5466,0.2879708384,0.032
"2158",0.9105691057,0.2633744856,0.53473333333333,2900,0.524,0.5484,NA,19290,NA,0.2097,0.2869565217,0.031
"2159",0.9131205674,0.1805111821,0.58201350482315,12900,0.68,0.5875,NA,26280,NA,0.4781,0.267768595,0.05
"2160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049
"2161",0.4595185996,0.1303030303,NA,2600,0.169,NA,NA,NA,NA,NA,0.5072463768,0.142
"2162",0.8971402214,0.2084287678,0.54911308169596,12300,0.67,0.5643,17953,12744,15100,0.2277,0.377875673,0.045
"2163",0.4237011685,0.0704771254,0.3422488095238,4700,0.514,0.2882,NA,15352,NA,0,0.5397568402,0.129
"2164",0.9513888889,0.1670020121,0.6698037735849,21400,0.865,0.6607,NA,13614,NA,0.4054,0.375,0.02
"2165",0.5875610274,0.1060584048,NA,4900,0.49,NA,6304,3803,6432,NA,0.4813565341,0.181
"2166",0.6761658031,0.1423113658,NA,4900,0.463,NA,8654,3540,5859,NA,0.4278017241,0.186
"2167",0.7972768533,0.1826809015,0.48654274193548,11600,0.68,0.4777,NA,28150,NA,0.4268,0.3333333333,0.096
"2168",0.86,0.2417582418,0.25300722891566,NA,0.516,0.2632,NA,13200,NA,0.1053,NA,0.096
"2169",0.8691745037,0.1639474731,0.4342454789615,11300,0.692,0.4462,15725,18070,12380,0.163,0.3497483038,0.05
"2170",0.4237011685,0.0704771254,0.35408793774319,4700,0.514,0.3398,NA,15352,NA,0,0.5397568402,0.129
"2171",NA,NA,NA,NA,NA,NA,NA,4080,9781,NA,0.5222222222,NA
"2172",0.9827044025,0.17003367,NA,32800,0.946,NA,NA,NA,NA,NA,0.3170731707,0.008
"2173",0.9608294931,0.1895074946,0.6893784409257,11700,0.696,0.6945,NA,28500,NA,0.5509,0.2839506173,0.016
"2174",0.9155188246,0.1701604742,0.66784970159942,12700,0.725,0.6679,19506,22090,16177,0.3307,0.2325334143,0.035
"2175",0.7676894177,0.2026627219,NA,8800,0.544,NA,10778,4035,8097,NA,0.4389013453,0.113
"2176",0.7826086957,0.1791359326,0.38330221130221,7500,0.593,0.3667,16366,6272,14017,0.1095,0.4080924855,0.098
"2177",0.8056951424,0.1757990868,0.44971005917159,8700,0.747,0.4868,NA,27984,NA,0.3947,0.365914787,0.056
"2178",0.6941919581,0.1489871087,NA,8200,0.617,NA,10120,3296,7503,NA,0.3998754928,0.14
"2179",0.8777506112,0.2142857143,0.43214814814814,7900,0.631,0.4938,NA,21080,NA,0.2703,0.2127659574,0.035
"2180",0.3307349666,0.0323679727,NA,4000,0.407,NA,NA,12708,NA,NA,0.6423982869,0.157
"2181",0.9155188246,0.1701604742,NA,12700,0.725,NA,14593,9446,11759,NA,0.2325334143,0.035
"2182",0.8619402985,0.2362204724,0.47058859984697,10900,0.625,0.4855,14371,9804,12043,0.2266,0.3294036061,0.072
"2183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2184",0.6328947368,0.1592279855,NA,4700,0.467,NA,9525,2808,6372,NA,0.5035260931,0.173
"2185",0.75,0.209486166,0.37814378109452,6500,0.487,0.3661,NA,16080,NA,0.2411,0.3793103448,0.06
"2186",0.6654929577,0.079245283,NA,3500,0.385,NA,NA,NA,NA,NA,0.5047169811,0.047
"2187",0.4852216749,0.0869033048,NA,3800,0.492,NA,NA,NA,NA,NA,0.5065789474,0.238
"2188",0.5025842973,0.0843913772,0.09272811559301,5000,0.532,0.0942,11537,9345,7338,NA,0.5287454725,0.18
"2189",0.3354708684,0.060199005,0.30047716346153,4800,0.562,0.2838,NA,17416,NA,0.1872,0.5100738751,0.181
"2190",0.3103448276,0.0819327731,NA,4500,0.424,NA,NA,15000,NA,NA,0.5640668524,0.218
"2191",0.358974359,0.0564174894,NA,4300,0.329,NA,NA,NA,NA,NA,0.6106557377,0.227
"2192",0.7744031184,0.1533714286,0.40932620689655,8600,0.684,0.3914,15958,20620,11970,0.1398,0.4264516129,0.077
"2193",0.8552987091,0.169001596,0.53097846633972,10500,0.687,0.5478,17720,20520,14579,0.2066,0.3968130587,0.055
"2194",0.6244343891,0.0961791831,0.429966,3500,0.571,0.2404,13941,9345,9777,0.0333,0.4944356121,0.197
"2195",0.5361930295,0.0873786408,NA,NA,NA,NA,NA,NA,NA,NA,0.5907692308,0.174
"2196",0.7337278107,0.1621621622,0.49429375,3600,0.463,0.4587,NA,29159,NA,0.2936,0.2933884298,0.06
"2197",0.4928695652,0.077293394,NA,4100,0.553,NA,12544,9345,7148,NA,0.5496083551,0.253
"2198",0.4816824966,0.0761570006,0.20997615658362,6200,0.545,0.2299,13023,9345,8107,NA,0.5143061516,0.266
"2199",0.9035639413,0.1943048576,0.51986488340192,12500,0.742,0.4973,NA,38040,NA,0.367,0.2682060391,0.045
"2200",0.8058252427,NA,NA,NA,0.286,NA,NA,NA,NA,NA,NA,0.058
"2201",0.8789237668,0.1518438178,0.53463463203463,14100,0.774,0.5336,NA,15630,NA,0.3468,0.3806146572,0.043
"2202",0.9670164918,0.1182389937,0.94928021729289,15600,0.827,0.9516,NA,48108,NA,0.8776,0.1579634465,0.017
"2203",0.5835777126,0.1491525424,NA,3200,0.297,NA,NA,NA,NA,NA,0.5437262357,0.198
"2204",0.4473684211,0.1068376068,NA,3200,0.269,NA,NA,NA,NA,NA,0.5046296296,0.278
"2205",0.89408867,0.1711983887,0.44786643495531,8500,0.647,0.4557,NA,31782,NA,0.3903,0.2787944026,0.047
"2206",0.9478706485,0.1505319149,NA,NA,0.907,NA,NA,NA,NA,NA,0.1924208977,0.02
"2207",0.613469291,0.087890625,0.27895,5300,0.498,0.2705,NA,9000,NA,0.1154,0.5320435308,0.148
"2208",0.6621621622,NA,NA,NA,0.218,NA,NA,NA,NA,NA,NA,0.233
"2209",NA,NA,0.479175,NA,NA,0.7143,NA,21200,NA,0.5714,NA,0.08
"2210",0.7134502924,0.1151832461,NA,3800,0.34,NA,NA,NA,NA,NA,0.3797468354,0.141
"2211",0.788976378,0.122593068,0.3806,8900,0.572,0.3633,NA,33900,NA,0.2907,0.4930448223,0.061
"2212",0.6296296296,NA,NA,NA,0.379,NA,NA,NA,NA,NA,NA,0.17
"2213",0.8093274112,0.120144162,0.52033685636856,9800,0.718,0.4991,NA,29604,NA,0.4221,0.48772246,0.082
"2214",0.7910447761,NA,NA,NA,0.313,NA,NA,NA,NA,NA,NA,0.157
"2215",0.9478706485,0.1505319149,0.77641662921348,14100,0.749,0.7613,27646,29532,23516,0.618,0.1924208977,0.02
"2216",0.9162457912,0.1734475375,0.62807074777218,12000,0.648,0.6221,22708,20784,19475,0.5093,0.2367713004,0.048
"2217",0.9478706485,0.1505319149,0.44444861111111,14100,0.749,0.4667,19110,26748,17194,0.3056,0.1924208977,0.02
"2218",0.8953434763,0.1635706914,0.56900023889154,11700,0.644,0.5777,23314,20587,20249,0.4379,0.2820236814,0.05
"2219",0.7869704237,0.1634214186,NA,8900,0.608,NA,19530,15264,17162,NA,0.4117421335,0.082
"2220",0.7210084034,0.1428571429,NA,6200,0.566,NA,18838,15504,14989,NA,0.4696969697,0.118
"2221",0.6978417266,0.1146788991,NA,NA,0.716,NA,21842,15015,18711,NA,0.464527027,0.146
"2222",0.7129251701,0.1628959276,NA,NA,0.648,NA,19409,14802,16520,NA,0.4604591837,0.115
"2223",0.7290015848,0.1233183857,NA,7200,0.604,NA,17129,15008,14286,NA,0.4336340206,0.114
"2224",0.7270194986,0.155990957,NA,6500,0.582,NA,16653,15072,13988,NA,0.429535865,0.112
"2225",0.7988304094,0.1332853026,NA,NA,0.647,NA,19448,15264,16234,NA,0.3808392716,0.079
"2226",0.7179487179,0.1791044776,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.193
"2227",0.9047619048,0.1764705882,0.54881062906724,12900,0.738,0.5122,NA,28900,NA,0.3902,0.3665158371,0.021
"2228",0.9578587699,0.1084198385,0.74905393258426,16200,0.815,0.754,NA,36546,NA,0.702,0.125443787,0.024
"2229",0.8090909091,0.2180451128,NA,NA,0.7,NA,NA,16634,NA,NA,0.3902439024,0.043
"2230",0.7590725806,0.1558718861,0.11108611111111,7500,0.656,0.1351,NA,7785,14257,0,0.4431185362,0.114
"2231",NA,0.306122449,0.39998,NA,NA,0.3125,NA,20400,NA,0.3125,NA,0
"2232",0.6364628821,0.080495356,NA,6000,0.659,NA,NA,15322,NA,NA,0.6114519427,0.05
"2233",0.5990873533,0.0935947712,NA,4800,0.418,NA,13816,7362,9343,NA,0.5701530612,0.141
"2234",0.6139670223,0.0756013746,NA,4500,0.508,NA,NA,NA,NA,NA,0.6407239819,0.115
"2235",0.7320855615,0.1182167563,NA,5000,0.534,NA,11776,7878,6656,NA,0.4758124077,0.089
"2236",0.5945790081,0.0897405936,0.30601181716833,6500,0.599,0.3008,NA,23700,NA,0.2114,0.5815645846,0.137
"2237",NA,0.0982248521,NA,1600,0.317,NA,NA,NA,NA,NA,0.3034825871,0.031
"2238",0.6299456943,0.1279352227,0.33901191489361,6400,0.578,0.3189,NA,26750,NA,0.0587,0.5093360996,0.104
"2239",0.7004178721,0.1147921502,NA,4500,0.479,NA,10854,6984,6471,NA,0.4958945011,0.13
"2240",0.7039020658,0.1257727057,NA,4600,0.521,NA,11511,6315,7643,NA,0.5077648364,0.112
"2241",0.7850821745,0.1329787234,0.57419328621908,7400,0.657,0.6159,NA,30050,NA,0.5109,0.4205607477,0.056
"2242",0.6162756163,0.1061946903,NA,3500,0.497,NA,10244,4440,8962,NA,0.5510921881,0.145
"2243",0.8637274549,0.1505065123,0.5914641025641,8200,0.665,0.6129,NA,30942,NA,0.6065,0.4205457464,0.046
"2244",0.6739130435,NA,NA,NA,NA,NA,NA,NA,15517,NA,0.5431034483,0.105
"2245",0.5546908776,0.0549273021,NA,5100,0.522,NA,NA,NA,NA,NA,0.5967365967,0.164
"2246",0.4353653821,0.0697028009,NA,3200,0.411,NA,NA,NA,NA,NA,0.5611552347,0.166
"2247",0.5187202178,0.0380173244,NA,5100,0.399,NA,NA,NA,NA,NA,0.664994985,0.167
"2248",0.4761904762,0.0613842781,NA,1900,0.214,NA,NA,NA,NA,NA,0.5513491744,0.126
"2249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063
"2250",0.780772032,0.1314413742,NA,6000,0.588,NA,11166,10870,7219,NA,0.4375,0.102
"2251",0.5985985986,0.1213443911,NA,3500,0.479,NA,13133,14460,8789,NA,0.5877005348,0.117
"2252",0.7663230241,0.1377777778,NA,7100,0.674,NA,NA,NA,NA,NA,0.3910891089,0.169
"2253",0.1046511628,NA,NA,3100,0.3,NA,NA,NA,NA,NA,0.6359084406,NA
"2254",0.924137931,0.1335740072,0.65799311163895,6500,0.632,0.6231,NA,45364,NA,0.5692,0.2704280156,0.03
"2255",NA,NA,NA,NA,NA,NA,NA,9150,NA,NA,NA,0.296
"2256",0.4615754083,0.1166573191,NA,7600,0.688,NA,NA,NA,NA,NA,0.5158205311,0.179
"2257",NA,0.0550968323,NA,4500,0.441,NA,6470,6156,3717,NA,0.5993775934,NA
"2258",0.4761904762,0.0613842781,NA,2100,0.389,NA,NA,NA,NA,NA,0.5513491744,0.126
"2259",0.8486082824,0.1376358248,0.47271010452961,8300,0.677,0.4794,NA,35880,NA,0.319,0.4239700375,0.047
"2260",0.8179043744,0.134502924,0.41188181818181,9600,0.716,0.3551,NA,30605,NA,0.1714,0.479374111,0.046
"2261",0.8486082824,0.1376358248,0.55040410447761,8300,0.677,0.5571,NA,38236,NA,0.4174,0.4239700375,0.047
"2262",0.5123966942,0.0870786517,NA,NA,0.465,NA,NA,NA,NA,NA,0.5464684015,0.194
"2263",0.8696558916,0.1425061425,0.4968823899371,10000,0.632,0.4821,NA,30998,NA,0.247,0.4401114206,0.047
"2264",0.8795585413,0.142664613,0.682938,11200,0.706,0.667,25341,20570,19747,0.4276,0.3679481822,0.035
"2265",0.7067348679,0.1258358663,NA,4100,0.545,NA,11366,8195,7609,NA,0.5172294969,0.092
"2266",0.5968028419,0.0545718433,NA,2900,0.301,NA,NA,NA,NA,NA,0.5435992579,0.11
"2267",0.4280211844,0.0337896883,NA,3100,0.362,NA,NA,NA,NA,NA,0.6996366572,0.19
"2268",0.7152073733,0.1693989071,NA,8500,0.712,NA,NA,17039,NA,NA,0.4813153961,0.042
"2269",0.8962264151,NA,NA,NA,0.895,NA,NA,20904,NA,NA,0.3414634146,0.029
"2270",0.6038647343,0.0679331307,NA,4200,0.383,NA,9930,11643,6530,NA,0.6074422409,0.161
"2271",0.7688555347,0.1027439024,0.31763226072607,7500,0.633,0.3179,16157,19424,8001,0.0746,0.5082028337,0.072
"2272",NA,NA,NA,NA,NA,NA,NA,19950,NA,NA,NA,0.031
"2273",0.8117318436,0.1299425187,0.47343215782122,8500,0.662,0.4848,22906,17653,16951,0.1842,0.4679693795,0.061
"2274",0.4134387352,0.0559392265,NA,2400,0.363,NA,NA,NA,NA,NA,0.6660884649,0.205
"2275",0.4615754083,0.1166573191,NA,4900,0.551,NA,NA,NA,NA,NA,0.5158205311,0.179
"2276",0.7452229299,0.1436950147,NA,3500,0.465,NA,NA,NA,NA,NA,0.4983713355,0.094
"2277",0.566338135,0.1245409015,NA,4200,0.495,NA,5527,6732,3461,NA,0.5258913413,0.15
"2278",0.7735849057,0.1183974487,NA,6100,0.539,NA,10566,6698,5828,NA,0.5183409254,0.062
"2279",0.9176829268,0.1226130653,0.64026806722689,9700,0.723,0.6719,NA,32310,NA,0.4927,0.3079787234,0.036
"2280",0.8963559788,0.1516172507,0.63603958381502,9600,0.672,0.638,24319,20254,21685,0.362,0.3848124152,0.026
"2281",NA,NA,NA,NA,0.906,NA,NA,NA,NA,NA,0.4027777778,0
