"","x"
"5632",0.8345221113
"1114",0.825962326
"3465",0.9264705882
"2291",0.7346072187
"4706",0.6207393183
"3132",0.7696335079
"2382",0.5290671474
"3420",0.8514957265
"5886",0.3844536343
"1018",0.6536796537
"1253",0.8352885969
"307",0.668161435
"3701",0.4315891317
"533",0.5797101449
"775",0.7909690512
"5837",0.4545203508
"2162",0.8971402214
"1068",0.5797503467
"3068",0.8931140802
"1465",0.5874363328
"4106",0.7429906542
"3353",0.9073179792
"2238",0.6299456943
"5398",0.396279653
"2734",0.8300330033
"3133",0.9327956989
"1600",0.9019607843
"3642",0.6956521739
"1676",0.9727685325
"2714",0.3876698015
"871",0.4818755847
"4224",0.5111926331
"65",0.8352490421
"3344",0.9645651173
"2030",0.8208661417
"2007",0.6935933148
"739",0.8157426623
"5481",0.6366964416
"1832",0.5254057869
"2931",0.7481898632
"2169",0.8691745037
"722",0.6272898476
"2668",0.6587728741
"2868",0.7283413849
"1163",0.8432003026
"1894",0.6
"5263",0.9305535586
"3438",0.9585798817
"1805",0.8961901433
"682",0.7653958944
"520",0.8832684825
"5664",0.8268110759
"1460",0.4774959083
"799",0.4840943519
"552",0.4427916029
"2467",0.9467213115
"896",0.9248747913
"4221",0.5111926331
"1458",0.4539385848
"2911",0.6930385116
"2523",0.6945493794
"1135",0.8794153471
"3996",0.7179487179
"113",0.5073987539
"5073",0.5563506261
"1350",0.8409294013
"2157",0.9004576659
"5318",0.8268110759
"1449",0.40760507
"6069",0.4089440994
"4376",0.4089440994
"830",0.5513221496
"4780",0.5075318656
"1823",0.7868632708
"2671",0.537037037
"637",0.8666136303
"2270",0.6038647343
"3451",0.7393320965
"2175",0.7676894177
"237",0.8435269149
"2601",0.9382683057
"2602",0.9097152668
"239",0.8468741394
"6206",0.6366964416
"426",0.727484472
"875",0.3161290323
"1962",0.7375389408
"6050",0.4338889334
"373",0.6184210526
"1961",0.6984732824
"1550",0.9316770186
"2478",0.6691343964
"5966",0.5010399033
"3830",0.7705986959
"2355",0.4738562092
"4892",0.4089440994
"1674",0.8929040736
"5765",0.439748715
"3084",0.5724859212
"206",0.3900264201
"2391",0.3184844384
"135",0.7721518987
"1027",0.8649764151
"489",0.8982102908
"3300",0.8277945619
"3839",0.8510638298
"2795",0.8867595819
"11",0.902676399
"2785",0.3472868217
"888",0.5284191829
"1273",0.8219178082
"1058",0.3347865034
"472",0.9213213213
"244",0.9178213091
"576",0.9208568878
"3859",0.897275641
"3365",0.4852886406
"6704",0.3158248254
"462",0.9128440367
"483",0.6572668113
"1098",0.852614897
"3564",0.8616352201
"3704",0.8271271464
"627",0.5590659341
"5850",0.2883145249
"1992",0.3472750317
"908",0.9
"3593",0.8827930175
"5949",0.4089440994
"5309",0.2170151107
"943",0.6362007168
"3995",0.5118811881
"2971",0.7179395329
"2078",0.7832512315
"1421",0.4962468724
"4280",0.2440888464
"3321",0.875672541
"3521",0.7981042654
"47",0.93708166
"1762",0.8651371013
"1511",0.8623707239
"4083",0.4693121693
"2924",0.9194444444
"1017",0.505
"3536",0.8464351005
"2117",0.9505300353
"2432",0.6245110821
"1594",0.9543094496
"694",0.821875
"3148",0.622593068
"2332",0.6921062966
"5247",0.2440888464
"2416",0.8174603175
"3460",0.7130434783
"1629",0.9303482587
"2805",0.8496291301
"1365",0.876476448
"1624",0.940029985
"2011",0.4089440994
"1030",0.3242147923
"4470",0.4089440994
"3303",0.9675994109
"4324",0.5383104126
"2792",0.8256427159
"2071",0.7302771855
"899",0.372292941
"1878",0.7171998146
"1015",0.5368421053
"866",0.2227488152
"2032",0.5254691689
"931",0.7590711176
"2773",0.5387323944
"236",0.7623282134
"566",0.4452975048
"555",0.454368932
"1013",0.9547169811
"1295",0.9404255319
"6790",0.1836195509
"610",0.4576654115
"3788",0.2805755396
"2593",0.5320987654
"3064",0.5881378396
"619",0.6332558911
"2784",0.6033057851
"3519",0.4576654115
"5937",0.3347865034
"3429",0.9778924097
"3703",0.8222996516
"820",0.8164794007
"3140",0.8437039221
"2263",0.8696558916
"21",0.6121292902
"296",0.4207077326
"2939",0.4473078693
"4049",0.5785776997
"6811",0.6013564431
"5300",0.3998964669
"1476",0.8222996516
"5223",0.4089440994
"2150",0.9451754386
"1375",0.8626943005
"4003",0.820909971
"2218",0.8953434763
"5041",0.2990110308
"2793",0.5010399033
"1318",0.6361848574
"5196",0.7940645452
"3469",0.9483394834
"3766",0.8569850911
"2690",0.4596375618
"3458",0.9321541071
"928",0.3571428571
"4936",0.6132756133
"3029",0.8915824916
"7130",0.42
"29",0.6412310287
"1456",0.3354708684
"846",0.8676603433
"1091",0.8096385542
"3020",0.5891393443
"1673",0.8801817149
"782",0.6549520767
"2617",0.755174453
"4240",0.7051282051
"2041",0.8657937807
"3882",0.7719298246
"3373",0.726443769
"589",0.2883145249
"4175",0.726984127
"212",0.3770812929
"2613",0.8727695888
"2318",0.7058823529
"3730",0.4458058435
"1575",0.6766826923
"618",0.4819642316
"478",0.3347865034
"1772",0.5274617384
"5824",0.3354708684
"1730",0.6411149826
"3265",0.8830696879
"3509",0.8362517747
"1547",0.7774647887
"5298",0.4921212121
"613",0.8709752683
"3731",0.7530186608
"4249",0.5225806452
"5849",0.3347865034
"3483",0.4318080853
"1193",0.7468415161
"3833",0.5901639344
"4045",0.6158102767
"4151",0.6603860294
"4473",0.8740185582
"907",0.6804541768
"1065",0.7118483412
"54",0.3541383989
"3801",0.9209867026
"2235",0.7320855615
"1034",0.8538283063
"1221",0.1357421875
"1330",0.8530035336
"1019",0.4580777096
"4709",0.5459854015
"1917",0.8315068493
"1277",0.5271149675
"2615",0.8938163648
"2264",0.8795585413
"351",0.7553648069
"4161",0.902218971
"3531",0.7891591976
"3044",0.6609418283
"2700",0.5019978206
"5736",0.4089440994
"3782",0.5550964187
"2537",0.8761776581
"1589",0.6626728111
"1967",0.649919829
"2397",0.8917197452
"3393",0.7628635347
"3721",0.6359773371
"2578",0.925058548
"2122",0.8406040268
"1031",0.8639091299
"2822",0.6847834724
"3491",0.3422619048
"6421",0.478636826
"2260",0.8179043744
"1374",0.8486238532
"2060",0.827562797
"664",0.8904867257
"1509",0.7016105417
"1105",0.7972440945
"4410",0.3646138807
"3814",0.8587099082
"1060",0.6438569207
"1768",0.6006944444
"3157",0.823199655
"777",0.4990326552
"2163",0.4237011685
"889",0.5277777778
"1338",0.6404428904
"903",0.6578493387
"3643",0.5718157182
"4813",0.4089440994
"3355",0.9073179792
"432",0.8414096916
"5115",0.4337342956
"3729",0.831407206
"1109",0.873015873
"919",0.7669491525
"2486",0.8371501272
"4042",0.5050583658
"4629",0.9338960643
"3475",0.6947368421
"3052",0.4551831645
"4585",0.3354708684
"1493",0.8875356803
"1020",0.5810810811
"3450",0.9554204661
"909",0.8117017604
"1317",0.5869180907
"3961",0.5448363791
"2632",0.6627697842
"4061",0.7137614679
"1767",0.8859934853
"3391",0.9426966292
"5046",0.6261603376
"1955",0.8751173709
"2409",0.9035639413
"3813",0.3985929648
"6",0.8284531204
"1855",0.5864693446
"458",0.4230019493
"3628",0.8211064342
"35",0.7
"1652",0.6977342945
"2770",0.6556701031
"973",0.910326087
"1383",0.7662337662
"862",0.610724234
"3728",0.4789915966
"3986",0.6381260097
"1666",0.8389982111
"5625",0.3998964669
"1656",0.684501845
"3897",0.9410977242
"1045",0.6602272727
"3967",0.5716353111
"1502",0.8287937743
"3893",0.9596638655
"1189",0.7647058824
"4",0.8124448367
"1801",0.8695652174
"1441",0.7834705703
"1770",0.8351648352
"3981",0.780952381
"1081",0.8349514563
"1094",0.8085106383
"469",0.6279527559
"3324",0.875672541
"275",0.883383268
"3385",0.9029697901
"4504",0.3065843621
"3408",0.9732997481
"159",0.8770301624
"2251",0.5985985986
"138",0.8557974048
"58",0.6671887236
"4148",0.7720181178
"456",0.8925331472
"1572",0.5464064731
"773",0.5457875458
"3760",0.454844422
"1200",0.7311746988
"3484",0.9292035398
"5185",0.4974823766
"595",0.514015748
"895",0.393258427
"3175",0.5770095559
"1948",0.969924812
"3331",0.875672541
"2306",0.667752443
"61",0.7395358924
"3803",0.7272862013
"2298",0.9028906956
"5034",0.4545203508
"295",0.490990991
"2808",0.8200349447
"2799",0.9025341131
"6053",0.2883145249
"1732",0.6662346079
"4552",0.4089440994
"194",0.4089440994
"3849",0.439748715
"3141",0.9675491033
"2896",0.443914956
"1650",0.9242788462
"4413",0.5579058699
"2242",0.6162756163
"2220",0.7210084034
"1937",0.9367088608
"57",0.5525268259
"1198",0.8000958773
"442",0.9469879518
"4319",0.8283261803
"5649",0.4545203508
"1157",0.7926208651
"5377",0.4545203508
"3145",0.6001635323
"4472",0.4089440994
"5619",0.3354708684
"1147",0.6112600536
"1939",0.8947368421
"2507",0.6734984344
"574",0.9045501197
"559",0.9393939394
"181",0.3765652952
"3943",0.8986615679
"2640",0.8331303289
"2106",0.6014644351
"1533",0.4237011685
"4180",0.9019434629
"5962",0.4545203508
"5317",0.7756097561
"844",0.2170151107
"2739",0.852553542
"101",0.5530846485
"5265",0.9305535586
"681",0.9539951574
"3572",0.8647058824
"504",0.3797783307
"3278",0.9781931464
"5856",0.825229144
"3611",0.9396226415
"880",0.2764227642
"2741",0.852015535
"1829",0.9323779669
"4165",0.8204562178
"1450",0.3354708684
"3905",0.2584800343
"4110",0.6160822249
"749",0.8119017894
"1754",0.959798995
"3607",0.6634738186
"1290",0.5937103498
"1581",0.776290631
"4160",0.9246376812
"568",0.6603527106
"4137",0.6769406393
"2261",0.8486082824
"1205",0.6366601435
"37",0.7388235294
"1363",0.4986795775
"1201",0.7158637619
"1678",0.6731234867
"2677",0.8549346017
"2738",0.5266622778
"5266",0.4089440994
"3835",0.2702702703
"1820",0.8354002255
"4961",0.7927631579
"1340",0.7848605578
"4087",0.7815820543
"3533",0.8603981142
"4261",0.9592430859
"991",0.5099494098
"1883",0.9100529101
"4284",0.8599033816
"2386",0.6716196137
"1548",0.7438271605
"3414",0.9126390293
"4074",0.6715443494
"598",0.8129449838
"2179",0.8777506112
"2366",0.7270973963
"1438",0.3533447684
"1287",0.7528301887
"2915",0.8305439331
"251",0.9195360638
"3445",0.2425249169
"5726",0.4545203508
"6070",0.4089440994
"515",0.5407503234
"5734",0.4089440994
"1837",0.5621351126
"609",0.4576654115
"1880",0.6208133971
"3737",0.3909090909
"1897",0.698156682
"2178",0.6941919581
"5778",0.6366964416
"4490",0.5916436736
"4784",0.5274617384
"1984",0.3665264142
"874",0.7078384798
"85",0.8531167901
"2279",0.9176829268
"3934",0.6992566257
"3502",0.2623853211
"3852",0.3638577691
"1466",0.6879134095
"3681",0.7837837838
"1792",0.861612515
"3674",0.8106312292
"4724",0.6628571429
"734",0.815498155
"192",0.6061688312
"2014",0.8245192308
"3266",0.8723702665
"2689",0.628742515
"1795",0.7258674377
"1748",0.7313769752
"2128",0.953125
"5757",0.3354708684
"4010",0.5976447498
"5762",0.3857271906
"1717",0.8371212121
"4774",0.5274617384
"2987",0.5582998277
"1938",0.9190751445
"4115",0.7924623116
"2858",0.7757936508
"5054",0.6645213194
"2968",0.7179395329
"675",0.8425760286
"3424",0.9078613694
"1262",0.5187352607
"1731",0.9272246696
"6301",0.9260339343
"3985",0.7609475951
"1562",0.5217391304
"4029",0.529318542
"1272",0.823943662
"1546",0.8721422523
"4196",0.3646138807
"1755",0.917816092
"2863",0.4130631993
"3583",0.8851590106
"2751",0.8259541985
"258",0.7627118644
"1769",0.7733333333
"1881",0.6600831601
"242",0.8266033254
"3028",0.7339945897
"1220",0.8124020888
"2288",0.6774342409
"5071",0.4465493911
"1669",0.9525386313
"2737",0.46875
"382",0.6023391813
"1997",0.5193465176
"2743",0.4718228867
"2574",0.9532085561
"918",0.800298467
"1822",0.6951585977
"1756",0.9098651526
"6071",0.4089440994
"2575",0.8961937716
"2948",0.7930107527
"3810",0.8150633855
"1111",0.8379582049
"1418",0.3972477064
"1014",0.4090554254
"4082",0.7647058824
"3242",0.9594972067
"1307",0.7987711214
"2239",0.7004178721
"6274",0.7680278019
"187",0.7664473684
"1336",0.5333701048
"3375",0.9225352113
"3439",0.9431616341
"3219",0.7956600362
"5862",0.4818755847
"1282",0.6478873239
"1289",0.9213483146
"3434",0.9538123167
"1749",0.8431581755
"582",0.5714285714
"4797",0.4545203508
"759",0.2170151107
"3001",0.421512899
"506",0.5589970501
"5650",0.2170151107
"1249",0.8597560976
"3675",0.7321428571
"2727",0.884244373
"2198",0.4816824966
"5639",0.5004078303
"4364",0.4237011685
"952",0.7471554994
"3891",0.7838283828
"2412",0.7777777778
"493",0.8473191938
"3214",0.9058033408
"1322",0.7888363851
"940",0.756501182
"1169",0.8679217958
"1390",0.8603491272
"3790",0.8179551122
"3164",0.8839563863
"616",0.5813829787
"2938",0.8072763029
"2436",0.7224719101
"3058",0.7217787913
"105",0.4505102041
"1923",0.5052491498
"339",0.7030162413
"1452",0.6809421842
"3838",0.9537782892
"666",0.7230769231
"1694",0.8576182553
"1067",0.8901251739
"2325",0.504784689
"724",0.7107061503
"3929",0.3009993108
"2636",0.9634369287
"1619",0.8943206326
"2946",0.5836753306
"1210",0.4089440994
"5534",0.4545203508
"477",0.6059160305
"2273",0.8117318436
"378",0.7919621749
"3556",0.430583501
"5724",0.5585430671
"1274",0.9664804469
"3534",0.6935041171
"747",0.5516372796
"2976",0.875382263
"5201",0.8493690852
"487",0.6053946054
"3789",0.6425567704
"4235",0.478636826
"293",0.7256097561
"2324",0.5980204701
"2618",0.8769898698
"1225",0.3354708684
"1968",0.4027247956
"550",0.2900128041
"1182",0.9310344828
"5252",0.3347865034
"3542",0.5923888125
"1303",0.6490666667
"1120",0.5512820513
"910",0.7747642882
"5464",0.4545203508
"3886",0.930756396
"1642",0.819843342
"3811",0.78845314
"2643",0.6542553191
"3872",0.7974452555
"1101",0.715370019
"1584",0.9106145251
"2676",0.4288461538
"4773",0.5274617384
"5316",0.6560871625
"3864",0.9106957425
"2649",0.6954407295
"3775",0.6243251826
"2211",0.788976378
"526",0.3595988539
"1905",0.7002373686
"1085",0.9123796101
"1382",0.8062566655
"3152",0.9082217973
"531",0.8889891697
"4204",0.5747126437
"740",0.5694444444
"3332",0.875672541
"4197",0.3646138807
"5081",0.6065989848
"3376",0.9259708738
"4067",0.6810631229
"2005",0.4053537285
"1403",0.3835257083
"1892",0.7238886881
"1869",0.5906040268
"1128",0.5849843587
"6207",0.3354708684
"2031",0.6280922432
"3",0.5321336761
"414",0.6531791908
"6257",0.396279653
"1921",0.907960199
"5108",0.3354708684
"1949",0.8840725806
"13",0.2303262956
"2927",0.8604316547
"2848",0.9514106583
"676",0.7174348697
"5839",0.4576654115
"2504",0.7740303541
"412",0.6363636364
"1420",0.5390070922
"2885",0.6789991063
"3580",0.7922624054
"4464",0.4646611091
"1874",0.5129310345
"4466",0.4089440994
"4246",0.8326271186
"1093",0.734
"2611",0.9033613445
"989",0.8510324484
"4627",0.8082191781
"3834",0.6270783848
"974",0.7382947265
"1884",0.9442446043
"148",0.7601156069
"5373",0.4818755847
"2977",0.4305244643
"3806",0.9309109519
"3970",0.9473684211
"1334",0.8697318008
"3056",0.6001745962
"4556",0.4840943519
"2049",0.8251231527
"827",0.5648961661
"259",0.928125
"5951",0.4089440994
"1558",0.6838750797
"4763",0.4337342956
"234",0.9156353135
"3697",0.4717916925
"993",0.7552836485
"3118",0.8344594595
"368",0.3347865034
"1647",0.9685675797
"246",0.9252991453
"3589",0.6296910901
"2572",0.7367875648
"1637",0.8035343035
"1231",0.6462237365
"503",0.4167272727
"1195",0.4245870566
"3774",0.8385689354
"834",0.648
"1867",0.2699410609
"1667",0.9619686801
"3818",0.9690346084
"3785",0.7371303395
"3299",0.6796664874
"2151",0.943877551
"383",0.4619565217
"502",0.8222222222
"2718",0.8263624842
"2312",0.8931759286
"1903",0.5841325196
"6056",0.3184844384
"1663",0.7001270648
"2496",0.932231405
"6072",0.4089440994
"16",0.5918690602
"2548",0.8785504407
"4004",0.6560871625
"7",0.4339130435
"1503",0.703130496
"4037",0.9225071225
"2390",0.3184844384
"3396",0.7862068966
"4811",0.8163693599
"6091",0.4586824769
"3863",0.8482318271
"3150",0.3962585034
"3143",0.4681344148
"4056",0.8671875
"5264",0.9305535586
"5204",0.4089440994
"3624",0.7230662983
"4382",0.5160599572
"51",0.7208783029
"1480",0.4933505943
"2835",0.4548611111
"2722",0.7146596859
"3419",0.6697595951
"5961",0.396279653
"126",0.648410366
"3718",0.5356415479
"3054",0.6799801538
"1360",0.5588235294
"5743",0.3742782152
"3960",0.9013452915
"2452",0.8864126528
"2526",0.5784269663
"3100",0.517693837
"4283",0.7654320988
"5285",0.514015748
"2058",0.5737417943
"3097",0.4168514412
"3994",0.5442159383
"128",0.5374855825
"3405",0.781981982
"3969",0.9618167203
"5835",0.4089440994
"189",0.5924137931
"958",0.7238709677
"678",0.837447479
"2199",0.9035639413
"4728",0.2170151107
"3577",0.205408886
"1214",0.3354708684
"2181",0.9155188246
"2852",0.2433252427
"1932",0.4576654115
"3015",0.7457098284
"3692",0.5186915888
"1559",0.8612385321
"1760",0.9621212121
"3481",0.8329383886
"3126",0.8794788274
"4048",0.9338960643
"2967",0.7179395329
"4052",0.6350914962
"1462",0.8472775564
"3873",0.7947019868
"937",0.6767263427
"2189",0.3354708684
"273",0.4506578947
"1304",0.9172975019
"2156",0.9391634981
"1333",0.7921052632
"3968",0.8413872243
"2311",0.9633649932
"1858",0.428232503
"2192",0.7744031184
"1799",0.9429987608
"391",0.6231884058
"2989",0.5744479495
"17",0.5874602453
"1871",0.8309058615
"3807",0.2596843615
"599",0.6463429778
"1819",0.4174891615
"1712",0.8440860215
"2388",0.3184844384
"2582",0.9577981651
"3783",0.7149621212
"2139",0.7601156069
"1373",0.7845528455
"596",0.9298486933
"4226",0.5111926331
"4000",0.6517067004
"1335",0.5333701048
"1824",0.5408450704
"500",0.5993265993
"370",0.7592592593
"308",0.8898809524
"3083",0.6832740214
"5528",0.9752475248
"3329",0.875672541
"1248",0.5982922201
"1964",0.6685744017
"3562",0.6388140162
"174",0.4112676056
"132",0.1805324459
"2421",0.8932536294
"3318",0.875672541
"3804",0.8117206983
"2763",0.4230769231
"2474",0.898013245
"2665",0.6162280702
"5924",0.7440305635
"4801",0.4066697545
"2337",0.5980204701
"482",0.449695122
"2176",0.7826086957
"730",0.8937007874
"5105",0.5585430671
"1942",0.4702970297
"4912",0.8143497758
"850",0.6929824561
"1596",0.6845452032
"4908",0.5274617384
"1177",0.9361702128
"2310",0.7579318449
"4125",0.9437869822
"277",0.91191067
"3935",0.8256410256
"1025",0.6712802768
"3768",0.8646748682
"2682",0.5561139028
"5472",0.4089440994
"4019",0.4927989981
"99",0.4894776152
"4147",0.3184844384
"960",0.6502347418
"1505",0.7570715474
"4140",0.8983050847
"129",0.6812191104
"4031",0.6831119545
"3746",0.8102527869
"3081",0.7025513379
"467",0.3742782152
"4459",0.5897435897
"4228",0.5111926331
"855",0.6556701031
"23",0.5052491498
"1286",0.9211436477
"4242",0.8139534884
"6532",0.4586824769
"3528",0.9141689373
"3717",0.6713137996
"2426",0.7483176312
"1526",0.4166125892
"1616",0.3621867882
"2407",0.9631449631
"2120",0.8381962865
"102",0.5074978312
"3263",0.870675453
"1406",0.4610685038
"3062",0.7196581197
"31",0.7300613497
"1578",0.4271145771
"2101",0.6883116883
"2443",0.8555555556
"4152",0.7191836735
"3490",0.6909448819
"3034",0.8474341193
"1701",0.9726984127
"3999",0.8589771491
"2940",0.8548752834
"172",0.861167002
"233",0.7891711478
"5364",0.4089440994
