"","INC_PCT_M2","C150_4_POOLED_SUPP","PCT10_EARN_WNE_P6","GT_25K_P6","C150_4","NPT4_75UP_PUB","TUITIONFEE_OUT"
"1324",0.2081005587,0.66702182163187,13400,0.776,0.7104,13560.7976040353,36120
"5643",0.0773824334,0.09678602150537,9000,0.639,0.0946,13560.7976040353,11640
"3422",0.1651917404,0.49114201183431,9600,0.521,0.4138,13560.7976040353,24380
"1366",0.2133333333,0.50001975806451,12700,0.704,0.4783,13560.7976040353,24800
"569",0.1236185018,6399.64135021097,6100,0.559,0.479596262833676,13973,10424
"2096",0.1347384268,0.70643608976329,15000,0.785,0.7155,13560.7976040353,37966
"1605",0.151616128,0.32881259204712,5600,0.549,0.321,19774,16862
"2149",0.1863905325,0.36953768115942,13600,0.802,0.2941,13560.7976040353,6450
"3115",0.1738396624,0.69267031578947,12500,0.783,0.7068,13560.7976040353,37416
"5454",0.1446700508,0.56602430086788,8000,0.642,0.6152,21973,17681
"2865",0.1775362319,0.624989,5900,0.52,0.6505,13560.7976040353,37565
"1439",0.1607717042,0.48844158415841,6900,0.563,0.4333,13560.7976040353,22300
"1423",0.0782042941,6399.64135021097,4200,0.448,0.479596262833676,10474,12536
"4116",0.1972318339,0.593318,14200,0.727,0.6208,13560.7976040353,25590
"2922",0.1647058824,0.32554790697674,7600,0.585,0.2946,13560.7976040353,18353
"758",0.1463359892,0.8702280611449,10800,0.731,0.8751,14703,28591
"829",0.0733325573,6399.64135021097,7900,0.659,0.6667,13560.7976040353,13663
"2387",0.0558375635,0.32039708737864,3300,0.399,0.2826,13560.7976040353,15653
"1641",0.1283112583,0.87725316122233,26200,0.916,0.8816,13560.7976040353,42511
"3877",0.1826371826,0.57195136612021,11500,0.712,0.5766,13560.7976040353,34704
"2018",0.1847619048,0.4807,11200,0.675,0.5167,13560.7976040353,21830
"3889",0.1993670886,0.32839406779661,12200,0.706,0.3291,13560.7976040353,29150
"4220",0.048524343,0.36115770065075,2700,0.226,0.3638,13560.7976040353,4852
"969",0.1655806182,0.36862480586712,6700,0.587,0.3571,18485,19493
"1922",0.0777815934,6399.64135021097,5300,0.53,0.479596262833676,17967,5350
"751",0.0740740741,0.39223247863247,4300,0.403,0.3886,13560.7976040353,14776
"2309",0.1522248244,0.52832704402515,7000,0.613,0.5,13560.7976040353,31095
"2545",0.1264280274,6399.64135021097,6200,0.486,0.479596262833676,13736,9184
"1965",0.1816355811,0.568243594753,13800,0.739,0.5716,19725,14250
"1238",0.2016293279,0.44633489932885,12000,0.628,0.4561,13560.7976040353,27890
"3816",0.1283863369,0.40776286407767,8200,0.62,0.403,13560.7976040353,23144
"3821",0.1242718447,6399.64135021097,5600,0.5,0.479596262833676,18079,10800
"1927",0.1778907243,0.65119370725034,9300,0.647,0.6676,18649,12583
"2595",0.1574728901,0.29767172503242,6000,0.507,0.2935,18205,11689
"4717",0.1012024048,0.5669,6300,0.652,0.5141,13560.7976040353,16000
"2914",0.1988130564,0.54461875,15800,0.851,0.4528,13560.7976040353,10440
"4143",0.2044134727,0.72136067101584,13500,0.739,0.7006,13560.7976040353,33023
"3380",0.2040816327,0.60560483870967,8600,0.648,0.6006,13560.7976040353,31280
"2287",0.1222744763,0.58119125248508,14200,0.798,0.5854,24388,29288
"1574",0.1379003559,6399.64135021097,3800,0.546,0.479596262833676,10116,7710
"3198",0.128959276,0.45039389312977,8300,0.64,0.4479,13560.7976040353,16659
"3431",0.1314055637,0.49573331130204,8000,0.631,0.4815,13560.7976040353,22371
"811",0.1659324523,0.50686842105263,7600,0.634,0.5495,13560.7976040353,26274
"1845",0.0665983607,6399.64135021097,5100,0.462,0.479596262833676,8401,6585
"3712",0.0815370778,0.5999875,6400,0.578,0.6543,13560.7976040353,18048
"2776",0.1226415094,6399.64135021097,3300,0.41,0.479596262833676,9123,8556
"3901",0.1596806387,0.473336,13400,0.845,0.5556,13560.7976040353,23380
"2069",0.0672748005,0.64770487804878,4700,0.329,0.6967,13560.7976040353,14702
"1228",0.1147450111,0.95295766037735,21400,0.864,0.9573,13560.7976040353,46237
"463",0.0747126437,0.71429591836734,3400,0.54,0.7037,13560.7976040353,23250
"1258",0.1914498141,0.71472822085889,13200,0.723,0.741,13560.7976040353,28900
"2219",0.1634214186,6399.64135021097,8900,0.608,0.479596262833676,19530,15264
"1428",0.1158167675,0.18852707797772,5000,0.413,0.1979,7320,17214
"1911",0.1812409289,0.49703638676844,12800,0.723,0.5036,16741,15053
"1346",0.1758360302,6399.64135021097,6900,0.479,0.479596262833676,9229,3000
"3545",0.1074964639,6399.64135021097,4700,0.454,0.479596262833676,11933,14917
"207",0.0601438492,6399.64135021097,3800,0.407,0.479596262833676,8754,5664
"3914",0.16875,0.60964,5800,0.491,0.622,13560.7976040353,34295
"1029",0.1338196864,6399.64135021097,6200,0.562,0.479596262833676,12961,13081
"981",0.1951906412,0.58036180032733,3900,0.546,0.5609,13560.7976040353,3950
"975",0.0815370778,0.25925061728395,6400,0.578,0.2841,13560.7976040353,18048
"2424",0.0423834455,6399.64135021097,5600,0.469,0.479596262833676,14820,7554
"3756",0.0888689408,0.26647278264179,7700,0.468,0.2752,12505,14744
"5049",0.161971831,6399.64135021097,4100,0.473,0.479596262833676,13258,6180
"735",0.1107901199,0.31806331157677,6600,0.564,0.3333,14196,13039
"881",0.0569105691,0.22368738049713,2200,0.301,0.2131,13560.7976040353,13356
"374",0.0994475138,6399.64135021097,2800,0.444,0.479596262833676,11089,5903
"703",0.1389674682,0.80053304899387,15500,0.815,0.7938,13560.7976040353,48760
"3646",0.1642857143,0.3855626506024,0.481198554177153,0.439,0.3,13560.7976040353,9000
"1305",0.2555147059,0.63208265802269,10800,0.631,0.6314,13560.7976040353,27860
"507",0.1328382838,0.84634865757951,12700,0.805,0.8525,13560.7976040353,43812
"2961",0.1605895584,0.41251251133272,10700,0.685,0.3921,17843,23640
"3658",0.1369187412,6399.64135021097,6700,0.604,0.479596262833676,14841,5064
"614",0.1254396249,6399.64135021097,4200,0.453,0.479596262833676,14378,6990
"2614",0.1544757033,0.52749694749694,7700,0.54,0.5424,19000,17203
"2307",0.1396,0.65250906148867,13000,0.772,0.6645,13560.7976040353,36926
"5770",0.0572207084,0.43396603773584,2300,0.248,0.3889,13560.7976040353,17000
"2165",0.1060584048,6399.64135021097,4900,0.49,0.479596262833676,6304,3803
"2944",0.1454918033,6399.64135021097,4400,0.432,0.479596262833676,8547,7181
"3261",0.1691792295,0.76610334128878,12300,0.69,0.7787,13560.7976040353,38630
"1300",0.189258312,0.55763389830508,13100,0.738,0.5364,13560.7976040353,27180
"1982",0.0658096474,6399.64135021097,4300,0.399,0.479596262833676,7197,5100
"3453",0.1362958545,0.65486092269326,8400,0.638,0.6655,20173,27971
"1264",0.2571428571,0.63973641025641,13300,0.724,0.6558,13560.7976040353,27460
"2716",0.2274052478,0.38192060185185,6500,0.495,0.3799,13560.7976040353,24150
"3575",0.0970245796,0.27711686746987,4100,0.461,0.2703,13560.7976040353,19475
"5768",0.1051282051,0.54379274924471,6300,0.584,0.6294,13560.7976040353,23747
"3075",0.1125827815,6399.64135021097,5500,0.517,0.479596262833676,11409,9602
"2079",0.1213768116,6399.64135021097,4700,0.431,0.479596262833676,10752,5820
"605",0.1573878318,0.3156209439528,6100,0.577,0.3313,18105,17720
