"","CDR3","PAR_ED_PCT_1STGEN","MN_EARN_WNE_P6","PCT75_EARN_WNE_P6","INC_PCT_M2","NPT4_PUB","GT_25K_P6","C100_4","MN_EARN_WNE_INC1_P6","C150_4_WHITE","PCT25_EARN_WNE_P6","NPT4_75UP_PUB","C150_4_POOLED_SUPP","C200_4_POOLED_SUPP"
"7373",0.175,0.5296937417,32000,43100,0.0785541195,NA,0.613,NA,27000,NA,17200,NA,NA,NA
"4860",0.05,0.4623194065,32900,46200,0.1386975579,9579,0.61,0.1657,32400,0.4628,16900,17417,0.4212813839559,0.42693965844402
"326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3239",0.018,0.182300885,40400,52300,0.1426229508,NA,0.747,0.8248,NA,0.8939,24800,NA,0.87034909248055,0.84603097826086
"4516",0.188,0.4972857507,33100,44700,0.0815370778,NA,0.578,0,27500,0.4615,15200,NA,0.36780574712643,0.2127744680851
"5053",0.224,0.5103145079,25800,35200,0.0459121041,NA,0.474,NA,23200,NA,12600,NA,NA,NA
"5506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254",0.063,0.4259259259,19800,26500,0.1287553648,NA,0.286,NA,19800,NA,10800,NA,NA,NA
"6385",0.11,0.4957264957,NA,NA,0.1408450704,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5450",0.064,0.4274193548,18100,27400,0.1076388889,NA,0.298,NA,16600,NA,6400,NA,NA,NA
"1325",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",0.149,0.4765625,26700,38700,0.15625,10716,0.451,NA,23000,NA,11000,14118,NA,NA
"4347",0.175,0.5595880333,26000,34000,0.0744742427,NA,0.457,NA,23000,NA,12100,NA,NA,NA
"2138",NA,0.4083333333,14500,23300,NA,8274,0.205,NA,NA,NA,2900,NA,NA,NA
"495",0.027,0.2883172562,54700,71000,0.1502231036,NA,0.762,0.61,47600,0.6856,26200,NA,0.69729444444444,0.69577326683291
"6454",0.098,0.4900793651,17100,23100,0.0593824228,NA,0.225,NA,14600,NA,8200,NA,NA,NA
"1854",0.071,0.3768529076,34000,45300,0.1796038544,14058,0.622,0.0874,31800,0.4361,18900,16233,0.39716886792452,0.43550300075018
"2463",0.056,0.2545454545,35900,47600,0.1856492027,NA,0.679,0.5045,31000,0.5925,21500,NA,0.572534375,0.56041507479861
"4234",NA,NA,11600,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA
"1532",NA,0.567961165,NA,NA,NA,5418,NA,NA,NA,NA,NA,NA,NA,NA
"3277",0.195,0.6850220264,26100,35300,0.0526315789,NA,0.512,NA,21900,NA,13800,NA,NA,NA
"6177",0.142,0.3515981735,NA,NA,0.1066176471,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2076",0.072,0.3404788419,41900,51400,0.1349003577,18802,0.701,0.2245,39100,0.5789,21700,21563,0.51773116057233,0.49789968976215
"3186",0.022,0.1632047478,36000,48700,0.1542857143,NA,0.68,0.7623,38900,0.8273,21400,NA,0.82866601671309,0.85132272089761
"2566",0.02,0.1764018692,45400,60100,0.1433296582,NA,0.732,0.7301,46500,0.858,23500,NA,0.84529370686155,0.8571880860215
"1206",0.078,0.4879171461,22900,30000,0.1883745963,NA,0.447,0.717,20900,0.7597,13700,NA,0.73798841354723,0.69503758865248
"6769",0.168,0.5257707696,22400,30800,0.0631519059,NA,0.389,NA,20300,NA,10800,NA,NA,NA
"1188",0,0.5,16200,NA,NA,NA,0.246,NA,NA,NA,NA,NA,NA,NA
"3069",0.214,0.5135135135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713",0.013,0.1761658031,32200,41600,0.1544715447,NA,0.624,0.7621,32500,0.811,18800,NA,0.81066893203883,0.83428552380952
"1457",0.306,0.6086111111,22700,31000,0.0925497455,5911,0.385,NA,20200,NA,10700,9771,NA,NA
"5091",0.246,0.6605664488,22100,30700,0.0457113508,NA,0.339,NA,20500,NA,9600,NA,NA,NA
"1139",0.14,0.4928176796,26400,37000,0.134469697,7133,0.477,NA,23700,NA,12800,10444,NA,NA
"5648",NA,0.5384615385,20300,29200,0.0347593583,NA,0.347,NA,18500,NA,8800,NA,NA,NA
"6076",0.17,0.4874431058,37100,51300,0.0858097415,NA,0.611,0,26300,0.3333,17200,NA,NA,NA
"1686",0.131,0.4458747806,26700,35900,0.0976128575,6807,0.471,NA,24200,NA,13000,10642,NA,NA
"1204",0.105,0.4199695122,31500,41800,0.156025825,10970,0.609,0.0853,28000,0.3329,18400,15820,0.30920205362236,0.32293854545454
"2866",0.064,0.5879396985,19400,26800,0.0341047503,NA,0.312,NA,17900,NA,10800,NA,NA,NA
"7034",NA,0.4666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4136",0.226,0.4396067416,24100,33400,0.1253196931,8488,0.419,NA,21300,NA,11300,NA,NA,NA
"2788",0.034,0.305744888,40100,45700,0.190212373,NA,0.635,0.4246,46700,0.543,20000,NA,0.51923465577596,0.48811944444444
"3267",0.04,0.379489849,44500,60500,0.1349836525,NA,0.755,0.5567,36100,0.7007,25600,NA,0.65360550996483,0.68065106649937
"4127",0.013,0.1920693928,51200,63100,0.1219897355,NA,0.852,0.5913,60900,0.8135,32000,NA,0.78779218293007,0.81253978435167
"5267",0.188,0.4972857507,33100,44700,0.0815370778,NA,0.578,0.5,27500,0.3721,15200,NA,0.33475879828326,0.15791052631578
"2236",0.137,0.5815645846,31900,43400,0.0897405936,NA,0.599,0.2114,27800,0.3878,15800,NA,0.30601181716833,0.36587207702888
"3668",0.068,0.3712871287,40900,52000,0.1378555799,NA,0.712,0.1921,32600,0.3056,22900,NA,0.33161413881748,0.35915658914728
"6235",0.072,0.345323741,NA,NA,0.1411764706,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6463",0.135,0.5705882353,NA,NA,0.0837438424,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5010",NA,NA,NA,NA,NA,7939,NA,NA,NA,NA,NA,NA,NA,NA
"6644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4952",NA,0.5051546392,17700,NA,NA,NA,0.273,NA,NA,NA,NA,NA,NA,NA
"2442",0.065,0.3095794393,43500,59800,0.1535087719,NA,0.73,0.2315,39600,0.4522,23200,NA,0.4255665116279,0.43204692982456
"5207",0.166,0.5611552347,22800,32000,0.0697028009,NA,0.399,NA,19800,NA,10500,NA,NA,NA
"4894",0.2,0.368852459,22000,29400,0.0955882353,NA,0.372,NA,19700,NA,11600,NA,NA,NA
"4766",0.046,0.3466833542,46400,63200,0.1658001155,NA,0.768,NA,49100,NA,26500,NA,NA,NA
"1633",0.031,0.2103134479,40000,50400,0.1261950287,NA,0.798,0.6634,34800,0.7198,27600,NA,0.7158365,0.71611370967741
"7002",NA,0.4407894737,NA,NA,0.1626506024,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3990",0.066,0.4049851925,36200,47300,0.1552822315,14182,0.688,0.2678,35200,0.5412,21900,18979,0.52390168261299,0.57268961937716
"7531",0.116,0.5214854804,41600,54700,0.0731064995,NA,0.697,NA,28600,NA,21400,NA,NA,NA
"4264",0.087,0.4688279302,39000,54800,0.0847457627,NA,0.65,NA,36400,NA,18400,NA,NA,NA
"3662",0.137,0.5107142857,32700,43400,0.0770190209,4963,0.591,NA,31200,NA,17100,9214,NA,NA
"904",0.202,0.3469184891,23600,30700,0.1011433597,15001,0.361,0.1089,22300,0.3333,12600,19022,0.31118,0.35142465233881
"2653",NA,NA,NA,NA,NA,NA,NA,0,NA,0.5556,NA,NA,0.55358928571428,0.71875
"573",0.031,0.3604787609,47800,60900,0.1325943296,13774,0.747,0.1506,47900,0.3936,24800,17915,0.40616549364613,0.47665651105651
"3590",0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2035",0.201,0.5783227848,23500,31600,0.0492424242,NA,0.382,NA,20800,NA,10300,NA,NA,NA
"5259",0.166,0.5319634703,17500,24600,NA,NA,0.237,NA,17300,NA,10400,NA,NA,NA
"394",0.158,0.5572519084,NA,NA,0.1016949153,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4404",0.15,0.5142436149,21500,31800,0.0831443689,NA,0.42,NA,19400,NA,9500,NA,NA,NA
"4065",0.066,0.4462640737,36300,45000,0.1649675626,NA,0.639,0.2623,31800,0.3575,19300,NA,0.40473811023622,0.47844127806563
"1446",0.229,0.4932539683,23800,33400,0.1056459993,5372,0.404,NA,21400,NA,10800,9503,NA,NA
"1343",0.035,0.375186846,28900,38800,0.1684350133,7822,0.528,NA,27600,NA,15400,9432,NA,NA
"3898",0.072,NA,14400,NA,NA,NA,0.125,NA,NA,NA,NA,NA,NA,NA
"5851",0.22,0.5288184438,20600,27800,0.0839954597,NA,0.323,0.1429,19300,0.4889,10000,NA,0.32838520710059,0.29168611111111
"7298",0.027,0.3795712484,56100,74300,0.0733333333,NA,0.832,NA,55500,NA,36500,NA,NA,NA
"3369",0.158,0.3742138365,27700,36900,0.1657458564,NA,0.534,0.0717,23500,0.5172,16500,NA,0.51883617021276,0.2143
"3659",0.092,0.5738443158,20800,29200,0.0476985625,NA,0.359,NA,20100,0.7388,10400,NA,0.66007625960717,NA
"5907",0.352,0.5770609319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913",0.125,0.5144727774,24400,33500,0.0717218724,8390,0.442,NA,23000,NA,12200,10885,NA,NA
"5809",0.093,0.4012345679,34800,42300,0.1023017903,NA,0.533,NA,34900,NA,13100,NA,NA,NA
"3390",0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4969",0.163,0.4489795918,36700,47800,0.0864864865,15504,0.732,NA,33100,NA,24300,20127,NA,NA
"2651",0.105,0.6332378223,26300,37200,0.081300813,NA,0.519,NA,25100,NA,12600,NA,NA,NA
"6914",0.048,0.4561362576,NA,NA,0.1994015815,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6444",0.11,0.5435992579,18800,NA,0.0545718433,NA,0.299,NA,NA,NA,NA,NA,NA,NA
"1687",0.081,NA,17900,NA,NA,NA,0.254,NA,NA,NA,NA,NA,NA,NA
"2370",0.157,0.4862842893,17700,24500,0.063670412,NA,0.242,NA,15700,NA,7100,NA,NA,NA
"3449",0.196,0.4586466165,18700,25600,0.0722580645,NA,0.264,0.1517,17100,0,9200,NA,0.30485882352941,0.29123745704467
"445",0.098,0.5124388688,28800,40600,0.071846554,9067,0.482,NA,28600,NA,11400,12812,NA,NA
"5604",NA,0.6197183099,11900,15900,NA,NA,0.121,NA,NA,NA,2600,NA,NA,NA
"1941",0.158,0.4453961456,27300,36200,0.1063829787,13125,0.54,NA,24900,NA,13800,16446,NA,NA
"4925",0.1,0.6108374384,16500,22200,0.1041666667,NA,0.167,NA,14700,NA,8900,NA,NA,NA
"6297",0.25,0.6382871537,16200,23500,0.0231232182,NA,0.218,NA,15600,NA,8000,NA,NA,NA
"6713",0.188,0.4972857507,33100,44700,0.0815370778,NA,0.578,NA,27500,NA,15200,NA,NA,NA
"5499",0.071,0.546875,22600,30300,0.0870933893,NA,0.352,NA,20700,0.75,9700,NA,0.51904866180048,NA
"6666",NA,0.4789915966,NA,NA,0.0759493671,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4498",0.067,0.5544041451,35600,44400,0.0954545455,8751,0.786,NA,NA,NA,26300,17476,NA,NA
"5368",0.213,0.498381877,27300,39500,0.080495356,NA,0.475,NA,24600,NA,9700,NA,NA,NA
"2723",0.419,0.5259259259,19000,26600,NA,6235,0.305,NA,NA,NA,8300,NA,NA,NA
"650",0.018,0.1191417278,60400,75600,0.1387061404,NA,0.889,NA,56900,NA,41300,NA,NA,NA
"5863",0.116,0.5214854804,41600,54700,0.0731064995,NA,0.697,0,28600,0,21400,NA,NA,NA
"4055",0.141,0.5677382319,27700,36500,0.1085141903,6945,0.492,NA,26100,0.287,14700,12613,0.227,NA
"771",0.253,0.4570059205,25300,34400,0.0679151625,NA,0.449,0.2656,22900,0.3739,12800,NA,0.28569566613162,0.25664353612167
"4771",0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725",0.208,0.5383373688,25800,34600,0.0941662839,9267,0.465,NA,24000,0.4417,13200,12896,0.42412222222222,NA
"3316",0.057,0.3053052326,40900,54600,0.1578042283,13332,0.718,0.2194,36000,0.4835,23100,17293,0.50891636828644,0.44130571428571
"3122",0.203,0.4792647388,29500,39400,0.0988243938,10067,0.528,NA,27200,NA,13800,13575,NA,NA
"2997",0.181,0.5100738751,30300,40400,0.060199005,NA,0.562,NA,27500,0.2414,16200,NA,0.24737421052631,NA
"4857",0.17,0.6145833333,24100,NA,NA,5678,0.333,NA,NA,NA,NA,NA,NA,NA
"4335",0.069,0.3405762872,33200,44900,0.1429790866,NA,0.588,NA,30600,NA,15600,NA,NA,NA
"723",0.133,0.5179640719,20100,27300,0.0765864333,NA,0.311,NA,18200,NA,9700,NA,NA,NA
"177",0.156,0.425087108,22900,31300,0.0703812317,NA,0.367,0.2357,22200,0,12000,NA,0.41482962962962,0.33503401015228
"5725",0.254,0.5539303128,29500,41000,0.0674835571,NA,0.498,0.2872,24800,0.3276,13100,NA,0.29410476190476,0.4
"6261",0.132,0.5272496831,22500,29800,0.0569063632,NA,0.4,NA,21000,NA,10500,NA,NA,NA
"5174",0.272,0.7727272727,19500,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA
"2994",0.364,0.6517857143,21200,28600,NA,NA,0.331,NA,NA,NA,9700,NA,NA,NA
"196",0.205,0.5913043478,27300,36600,NA,NA,0.5,NA,26500,NA,13100,NA,NA,NA
"6342",0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2062",0.229,0.5435294118,18600,24700,0.068762279,NA,0.244,NA,17700,NA,9600,NA,NA,NA
"6110",0.141,0.5118692592,20300,27900,0.0624194987,NA,0.322,NA,17300,NA,10400,NA,NA,NA
"1187",0.041,0.2483370288,33700,39300,0.1784232365,NA,0.668,0.6555,NA,0.6929,21700,NA,0.69947155635062,0.68282222222222
"4581",0.064,0.5879396985,19400,26800,0.0341047503,NA,0.312,NA,17900,NA,10800,NA,NA,NA
"6772",0.263,0.6718680339,18000,24000,0.0268997983,NA,0.221,NA,17700,NA,10100,NA,NA,NA
"7666",0.116,0.5214854804,41600,54700,0.0731064995,NA,0.697,NA,28600,NA,21400,NA,NA,NA
"423",0.043,0.4889228419,52400,77900,0.1557478368,NA,0.762,0.497,49400,0.5238,25800,NA,0.64599727685325,0.55744621848739
"1251",0.062,0.3894927536,33600,42900,0.2313915858,NA,0.705,NA,28800,0.5648,22500,NA,0.58453602941176,NA
"5104",0.132,0.5099347495,35400,47400,0.0733325573,NA,0.659,0.1667,30800,0.25,20000,NA,NA,NA
"6429",0.191,0.5742296919,21400,30100,0.0597329585,NA,0.365,NA,20100,NA,8800,NA,NA,NA
"2036",0.064,0.2803660566,30200,38500,0.205229794,NA,0.551,0.3432,28300,0.5179,16000,NA,0.50441906158357,0.49241240506329
"4353",0.172,0.4600073719,26400,35700,0.0905524681,7575,0.454,NA,23800,NA,13400,11533,NA,NA
"3340",0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3090",0.236,0.5428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4803",0.266,0.6142384106,17900,25000,0.0572207084,NA,0.248,NA,16300,0.2188,7600,NA,0.20184678899082,NA
"5527",0.073,0.5490797546,35100,46200,0.207977208,NA,0.683,NA,32900,NA,19500,NA,NA,NA
"1836",0.157,0.497445425,25800,34800,0.108654422,NA,0.429,0,21100,0.1799,11500,NA,0.14755359062042,0.21155384615384
"4313",0.097,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945",0.129,0.3125,25900,34700,0.2262931034,NA,0.448,0.1317,NA,0.287,13900,NA,0.25232583586626,0.11854376899696
"4129",0.159,0.4780763791,30000,40800,0.1711430356,9897,0.58,NA,26900,NA,16800,12919,NA,NA
"6873",NA,0.8680203046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6469",0.156,0.5825545171,NA,NA,0.1094147583,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7321",0.11,0.4136125654,NA,NA,0.0715883669,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6267",0.188,0.4972857507,33100,44700,0.0815370778,NA,0.578,NA,27500,NA,15200,NA,NA,NA
"1326",0.058,NA,21400,NA,NA,NA,0.424,NA,NA,NA,NA,NA,NA,NA
"4793",0.148,0.6543949772,19100,24800,0.036944494,NA,0.247,NA,18700,NA,9700,NA,NA,NA
"2517",0.039,0.364902507,54500,79600,0.1470588235,NA,0.823,0.4052,54900,0.7491,31800,NA,0.68022752293577,0.64785706214689
"7617",0.233,0.6007194245,19400,27800,NA,NA,0.293,NA,18400,NA,6100,NA,NA,NA
"3457",0.135,0.3684210526,23200,30800,0.113735783,NA,0.395,0.3189,22300,0.8,12000,NA,0.46704635294117,0.44258464516129
"662",0.164,0.5454291306,35900,49700,0.1008271853,NA,0.648,NA,30100,NA,18300,NA,NA,NA
"3979",NA,0.6347826087,23300,NA,NA,174,0.434,NA,NA,NA,NA,NA,NA,NA
"6681",0.285,0.4788732394,NA,NA,0.0784313725,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",0.171,0.532370855,35500,46700,0.1347126006,NA,0.682,NA,32900,NA,21100,NA,NA,NA
"5878",0.141,0.5118692592,20300,27900,0.0624194987,NA,0.322,NA,17300,NA,10400,NA,NA,NA
"2479",0.161,0.5172413793,20500,28500,0.1111111111,NA,0.326,NA,18900,0.4667,9200,NA,0.45862611464968,NA
"1609",0.045,0.397260274,41000,54700,0.1603206413,NA,0.696,0.5048,33500,0.6296,20100,NA,0.55452511848341,0.49814538745387
"199",0.245,0.6184861164,25400,34000,0.1267893661,5038,0.4,NA,24300,NA,11500,NA,NA,NA
"3447",0.087,0.3337250294,29500,38500,0.1907894737,NA,0.554,0.2076,27000,0.4075,16700,NA,0.35179368174726,0.39200963455149
"2905",0.12,0.4114001634,31400,41300,0.1762142361,12708,0.589,NA,28300,0.1193,18000,15804,0.11853703703703,0.23807142857142
"5150",0.072,NA,23800,31200,0.144,NA,0.411,NA,22600,NA,10800,NA,NA,NA
"1818",0.1,0.353421859,31000,40800,0.1863117871,11558,0.564,0.1796,28200,0.4739,16900,18732,0.43895620437956,0.40958404255319
"630",0.067,0.4909365559,44500,59800,0.1279503106,NA,0.759,0.3439,30200,0.5545,25500,NA,0.54116677215189,0.47644459833795
"1561",0.052,0.3250688705,28400,37900,0.1909814324,NA,0.539,0.5583,29100,0.6144,16700,NA,0.55293235294117,0.43325863192182
"4887",0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",NA,0.585492228,19900,28300,NA,11141,0.307,NA,18400,NA,8900,NA,NA,NA
"863",0.047,0.2151162791,26300,37000,0.1941489362,NA,0.478,0.7278,28300,0.7475,13300,NA,0.72612462311557,0.64745121951219
"5099",0.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7449",0.042,0.2394533571,47400,61500,0.1531680441,NA,0.829,NA,46300,NA,32600,NA,NA,NA
"2697",0.009,0.0622371741,40400,52200,0.0914332784,NA,0.775,0.7574,37300,0.8149,27200,NA,0.81134200310559,0.83135678571428
"6390",0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2956",0.025,0.2556701031,53800,69000,0.2009950249,NA,0.805,0.5105,42200,0.7176,28200,NA,0.70383378932968,0.67871339359079
"4940",0.105,0.606557377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",0.188,0.4972857507,33100,44700,0.0815370778,NA,0.578,NA,27500,0.5333,15200,NA,0.45981294642857,0.19998
"5075",0.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2771",0.126,0.5513491744,20000,27000,0.0613842781,NA,0.289,NA,18100,NA,10100,NA,NA,NA
"3571",0.061,NA,29900,NA,NA,NA,0.543,NA,NA,NA,NA,NA,NA,NA
"2943",0.152,0.602739726,18200,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA
"3612",NA,0.5728643216,20200,27800,NA,6503,0.318,NA,NA,NA,10400,8033,NA,NA
"158",0.149,0.426152948,28800,37800,0.1356382979,9716,0.535,0.1851,27300,0.4031,16200,11740,0.32210377733598,0.3672273444347
"6503",0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6674",NA,0.5222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",0.179,0.5158205311,30400,41100,0.1166573191,NA,0.557,NA,27100,NA,14800,NA,NA,NA
"1860",0.043,0.3651726672,36100,46600,0.1974043716,NA,0.632,0.3342,27100,0.5581,18400,NA,0.55266842105263,0.55537566302652
"1557",0.098,0.4615384615,22200,29700,0.1131221719,NA,0.36,NA,19200,NA,9600,NA,NA,NA
"3944",0.061,0.2321981424,28100,39100,0.1690962099,NA,0.51,0.3611,NA,0.4536,16600,NA,0.4720552795031,0.59834285714285
"6372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843",0,NA,NA,NA,NA,NA,NA,0.8,NA,0.75,NA,NA,NA,0.97296756756756
"5803",0.035,0.3890909091,23700,29900,0.0820189274,NA,0.37,NA,NA,NA,11300,NA,NA,NA
"4980",NA,0.5485961123,23700,34500,NA,8400,0.414,NA,NA,NA,9600,8936,NA,NA
"3543",0.036,0.4003407155,36800,48500,0.2175273865,NA,0.658,0.4883,30400,0.5365,18400,NA,0.57270469798657,0.53562242744063
"7196",NA,0.6096997691,NA,NA,0.0814558059,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5913",0.203,0.5120772947,25600,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA
"3274",0.091,NA,21900,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"2605",0.046,0.3101555352,40800,55100,0.1815154038,15920,0.724,0.2415,35600,0.4366,23600,19197,0.45366682926829,0.41524671280276
"6950",NA,0.6142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5950",0.188,0.4972857507,33100,44700,0.0815370778,NA,0.578,0,27500,0.3077,15200,NA,0.2647,NA
"4996",0.107,0.6046511628,NA,NA,0.18,13960,NA,NA,NA,NA,NA,16377,NA,NA
"1628",0.062,0.4113389626,37300,50900,0.1560874089,NA,0.656,0.2757,34300,0.4345,19800,NA,0.41394007884362,0.38198295081967
"4951",0.193,0.4917127072,33600,42600,NA,20565,0.65,NA,NA,NA,18000,NA,NA,NA
"659",0.102,0.5157992565,27500,36800,0.1061046512,4346,0.502,NA,25600,NA,14200,NA,NA,NA
"646",0.042,0.322238302,35300,45000,0.1648156375,18450,0.683,0.3911,34300,0.5869,21900,21223,0.53724002274019,0.5347724059293
"6358",0.066,0.6797385621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4753",0.056,0.5820610687,28700,40200,0.118694362,NA,0.519,0.7177,26300,0.6728,10500,NA,0.67896195488721,0.53296593406593
"3904",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5804",0.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136",0.012,NA,NA,NA,0.1733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4194",NA,0.4195366312,20200,28600,NA,NA,0.323,NA,19200,NA,8200,NA,0.29768232558139,NA
"4984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6010",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1398",0.276,0.5823429542,25500,35200,0.1025765678,6659,0.423,NA,21600,NA,10400,10183,NA,NA
"6248",0.27,0.6974789916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4046",0.035,0.1888341544,37700,53400,0.151326053,NA,0.656,0.2032,36400,0.5804,18400,NA,0.50613180428134,0.52959457236842
"6313",0.092,0.5738443158,20500,28000,0.0476985625,NA,0.35,NA,18800,NA,9900,NA,NA,NA
"5409",0.129,0.5414364641,22200,30100,NA,NA,0.383,NA,21200,NA,10400,NA,NA,NA
"3017",NA,NA,11900,NA,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"6222",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2637",0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5887",0.09,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1644",0.13,0.5325203252,19300,26400,0.0564174894,NA,0.287,NA,17200,NA,7000,NA,NA,NA
"4931",NA,0.7441860465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",0.233,0.5249266862,25100,34000,NA,9109,0.414,NA,24400,NA,13100,11272,NA,NA
"6606",0.09,0.5909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857",0.075,0.3870360409,30900,39900,0.1532358046,11227,0.604,0.2689,30500,0.5157,17800,15365,0.47167682801235,0.50147226493199
"5232",0.134,0.5430267062,19000,25800,NA,NA,0.273,NA,17800,NA,9800,NA,NA,NA
"7420",0.225,0.5088692224,27500,37600,0.1009533566,NA,0.512,NA,24000,NA,14000,NA,NA,NA
"4725",NA,0.4077669903,14300,NA,NA,NA,0.112,NA,NA,NA,NA,NA,NA,NA
"5512",0.522,0.7154471545,15800,21200,NA,NA,0.231,NA,NA,NA,2900,NA,NA,NA
"1658",0.049,0.4524886878,47000,63900,0.1436781609,NA,0.829,NA,NA,0.6,28400,NA,0.41175882352941,NA
"4262",0.034,0.2170427553,45700,59700,0.1649499285,14797,0.778,0.4527,46100,0.7409,27100,19986,0.7146970766129,0.71463956672945
"987",0.072,0.1685534591,27700,38900,0.1343825666,NA,0.486,0.3696,29000,0.55,13100,NA,0.55581262683201,0.59543982300884
"1913",0.007,NA,NA,NA,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3566",NA,0.6421052632,25100,34900,NA,8161,0.474,NA,NA,NA,12600,6740,NA,NA
"5752",NA,0.6098685727,24200,33900,0.0263465066,NA,0.443,NA,21200,0.7326,11500,NA,0.68756640537514,NA
"289",0.111,0.3727598566,40500,56000,0.125,NA,0.663,0.4118,35100,0.5909,18500,NA,0.54444777777777,NA
"6118",0.11,0.6059405941,19000,25500,NA,NA,0.275,NA,NA,NA,8000,NA,NA,NA
"2229",0.043,0.3902439024,36100,NA,0.2180451128,NA,0.7,NA,NA,NA,NA,NA,NA,NA
"1973",0.18,0.5184577523,19000,27100,0.0285158782,NA,0.29,NA,17200,NA,8800,NA,NA,NA
"6543",0.183,0.5597269625,20500,29000,0.0803822372,NA,0.388,NA,19300,NA,10800,NA,NA,NA
"333",0.154,0.5630897169,27800,38000,0.0751266527,6456,0.481,NA,27100,NA,12600,10877,NA,NA
"2960",0.051,0.280501497,37800,49200,0.1605895584,10912,0.685,0.2121,35700,0.4249,21600,13221,0.43936750727449,0.456241
"2296",0.034,0.3415492958,40800,53900,0.1233317994,20656,0.749,0.5827,37500,0.7508,24900,25960,0.72622484507042,0.74420488431876
"6671",NA,NA,NA,NA,NA,NA,NA,0.0455,NA,0.0455,NA,NA,0.06063333333333,0.19444444444444
"1057",0.026,0.3228120516,58500,72600,0.1492921493,NA,0.839,0.2832,62100,0.7071,32800,NA,0.63854418604651,0.6783235095613
