"","PAR_ED_PCT_1STGEN","MN_EARN_WNE_P6","PCT75_EARN_WNE_P6","INC_PCT_M2","NPT4_PUB","GT_25K_P6","C100_4"
"1428",0.4208456244,24300,31700,0.1158167675,8593,0.413,0.0657
"1911",0.259626836,36500,46100,0.1812409289,13898,0.723,0.2227
"1346",0.4824447334,29700,37700,0.1758360302,6552,0.479,0.326050843593251
"3545",0.4851891506,25900,35900,0.1074964639,8118,0.454,0.326050843593251
"207",0.5823882588,26000,35600,0.0601438492,5367,0.407,0.326050843593251
"3914",0.2947019868,25400,35200,0.16875,9624.65620094192,0.491,0.5837
"356",0.5281030445,27700,39600,0.0710339384,9624.65620094192,0.494,0.326050843593251
"1029",0.4187980345,30900,42600,0.1338196864,9752,0.562,0.326050843593251
"981",0.2420460933,32200,45000,0.1951906412,9624.65620094192,0.546,0.1678
"7502",0.5626506024,56900,89100,0.1518026565,9624.65620094192,0.73,0.326050843593251
"1679",0.4455445545,24700,35500,0.1696428571,9624.65620094192,0.423,0.326050843593251
"975",0.4972857507,33100,44700,0.0815370778,9624.65620094192,0.578,0.326050843593251
"2424",0.5119892576,26600,37200,0.0423834455,8209,0.469,0.326050843593251
"3756",0.5393356643,28900,38800,0.0888689408,6425,0.468,0.103
"5049",0.4465691789,24800,30900,0.161971831,10266,0.473,0.326050843593251
"735",0.5393277893,30400,40500,0.1107901199,10436,0.564,0.326050843593251
"881",0.3979328165,19500,27300,0.0569105691,9624.65620094192,0.301,0.0769
"374",0.4897494305,25200,34400,0.0994475138,5782,0.444,0.326050843593251
"4988",0.6377952756,40800,51200,0.1103896104,18631,0.802,0.326050843593251
"703",0.1501845018,56700,68300,0.1389674682,9624.65620094192,0.815,0.7237
"3646",0.5,25000,40187.6009768927,0.1642857143,9624.65620094192,0.439,0.2
"3416",0.5179856115,22100,31200,0.112368633963963,9624.65620094192,0.376,0.326050843593251
"7333",0.5654697135,18300,26200,0.0642784553,9624.65620094192,0.267,0.326050843593251
"1305",0.2144212524,31500,39700,0.2555147059,9624.65620094192,0.631,0.5392
"507",0.1871244635,53800,72200,0.1328382838,9624.65620094192,0.805,0.7795
"2961",0.280501497,37800,49200,0.1605895584,15556,0.685,0.2045
"1044",0.4590163934,18800,24600,0.112368633963963,9624.65620094192,0.241,0.326050843593251
"5321",0.5818181818,20600,26800,0.1891891892,9624.65620094192,0.314,0.326050843593251
"3658",0.4142160095,33800,44800,0.1369187412,11862,0.604,0.326050843593251
"614",0.4750356633,26500,34700,0.1254396249,10394,0.453,0.326050843593251
"2614",0.285,29000,38700,0.1544757033,15445,0.54,0.3628
"7435",0.3544152745,44100,55500,0.1828442438,9624.65620094192,0.776,0.326050843593251
"2307",0.2993492408,48500,64700,0.1396,9624.65620094192,0.772,0.565
"2995",0.6517857143,21200,28600,0.112368633963963,9624.65620094192,0.331,0.326050843593251
"6310",0.5492845787,25700,33200,0.0971849866,9624.65620094192,0.461,0.326050843593251
"5993",0.5118692592,20300,27900,0.0624194987,9624.65620094192,0.322,0.326050843593251
"5770",0.6142384106,17900,25000,0.0572207084,9624.65620094192,0.248,0.326050843593251
"5621",0.6718680339,18000,24000,0.0268997983,9624.65620094192,0.221,0.326050843593251
"2165",0.4813565341,27400,36800,0.1060584048,6432,0.49,0.326050843593251
"2944",0.5229841748,24800,35100,0.1454918033,5488,0.432,0.326050843593251
"5986",0.5118692592,20300,27900,0.0624194987,9624.65620094192,0.322,0.326050843593251
"2680",0.4602564103,23600,32800,0.112368633963963,13523,0.413,0.326050843593251
"3261",0.21669627,34300,44300,0.1691792295,9624.65620094192,0.69,0.7202
"4288",0.4664804469,33800,48200,0.0849056604,9624.65620094192,0.607,0.326050843593251
"7286",0.4253235977,32500,42400,0.1192043294,9624.65620094192,0.592,0.326050843593251
"1300",0.256097561,35500,45500,0.189258312,9624.65620094192,0.738,0.4371
"4976",0.5547445255,33100,40187.6009768927,0.0613496933,10165,0.743,0.326050843593251
"1982",0.3922114047,24300,32300,0.0658096474,3524,0.399,0.326050843593251
"3453",0.2181311881,33800,44200,0.1362958545,16838,0.638,0.549
"1264",0.1855670103,36100,45300,0.2571428571,9624.65620094192,0.724,0.5692
"2716",0.3802816901,26500,33200,0.2274052478,9624.65620094192,0.495,0.2969
"5335",0.4114942529,29800,41000,0.0951456311,6327,0.608,0.326050843593251
"3575",0.5388198758,25200,34600,0.0970245796,9624.65620094192,0.461,0.2308
"5768",0.3649425287,34800,48000,0.1051282051,9624.65620094192,0.584,0.6235
"3075",0.4467365573,28800,39000,0.1125827815,7854,0.517,0.326050843593251
"2079",0.4636986301,24600,32700,0.1213768116,7661,0.431,0.326050843593251
"605",0.4153246753,32600,42700,0.1573878318,15874,0.577,0.1619
"6512",0.4972857507,33100,44700,0.0815370778,9624.65620094192,0.578,0.326050843593251
"3466",0.5542406312,24200,33000,0.0540540541,7065,0.409,0.326050843593251
"802",0.5611552347,24200,33600,0.0697028009,9624.65620094192,0.436,0.2951
"2447",0.4467465199,28700,38800,0.148603352,7088,0.5,0.326050843593251
"523",0.5079626579,33500,44600,0.1136560069,3604,0.597,0.326050843593251
"3205",0.509202454,45300,57800,0.2415730337,9624.65620094192,0.833,0.326050843593251
"4122",0.4639376218,35600,45900,0.1809355693,9624.65620094192,0.681,0.4211
"6807",0.2194444444,34900,46400,0.1992976295,9624.65620094192,0.648,0.326050843593251
"1690",0.3019296254,33700,42500,0.1649048626,9624.65620094192,0.714,0.5218
"6336",0.47186444148188,23900,40187.6009768927,0.2132352941,9624.65620094192,0.427,1
"1298",0.4266487214,26500,35400,0.193258427,10555,0.516,0.326050843593251
"3147",0.4074889868,29800,40800,0.1403508772,13755,0.542,0.2178
"4132",0.2681954138,53500,67100,0.1828463713,9624.65620094192,0.878,0.3344
"4804",0.518134715,24700,40187.6009768927,0.0871559633,13477,0.529,0.326050843593251
"1700",0.4570374275,35000,49500,0.1023587005,12347,0.632,0.326050843593251
"1763",0.2945914845,32000,40700,0.1887201735,9624.65620094192,0.612,0.4378
"5831",0.4972857507,33100,44700,0.0815370778,9624.65620094192,0.578,0.326050843593251
"6085",0.5394716354,22200,29800,0.0424497197,9624.65620094192,0.366,0.326050843593251
"1078",0.4043478261,56600,69600,0.1666666667,9624.65620094192,0.895,0.326050843593251
"1051",0.2406639004,91700,106800,0.112368633963963,9624.65620094192,0.961,0.326050843593251
"3707",0.4631728045,26400,34900,0.1185819071,9624.65620094192,0.469,0.1285
"1132",0.4822380107,34900,45500,0.165158371,9624.65620094192,0.691,0.476
"2546",0.4901566894,29400,40200,0.1261840325,5971,0.529,0.326050843593251
"4822",0.6823529412,21300,29100,0.064171123,9624.65620094192,0.341,0.326050843593251
"2278",0.5183409254,30200,40200,0.1183974487,5828,0.539,0.326050843593251
"2569",0.3297985154,37800,50700,0.1704980843,9624.65620094192,0.699,0.5
"1080",0.3892549417,40000,53500,0.1539534884,9624.65620094192,0.704,0.423
"4812",0.5009633911,31100,44900,0.1096774194,9624.65620094192,0.535,0.326050843593251
"1352",0.3765867419,39500,51000,0.1767015707,9624.65620094192,0.712,0.137
"6968",0.4321678322,38200,49200,0.1459330144,9624.65620094192,0.682,0.3182
"6555",0.5201465201,19500,40187.6009768927,0.0555555556,9624.65620094192,0.274,0.326050843593251
"5282",0.3630136986,33500,42900,0.0828025478,9624.65620094192,0.6,0.326050843593251
"2703",0.5170842825,22800,31100,0.0965872505,10273,0.37,0.326050843593251
"7517",0.5014303228,27600,37900,0.1276965901,9624.65620094192,0.502,0.326050843593251
"82",0.5560058954,21200,28600,0.0533001933,9624.65620094192,0.331,0.2157
"6859",0.536988359,23100,32100,0.0656550919,9624.65620094192,0.352,0.326050843593251
"2607",0.333862194,30800,40100,0.1429411765,11899,0.604,0.2243
"5452",0.5394716354,22200,29800,0.0424497197,9624.65620094192,0.366,0.326050843593251
"5146",0.5737704918,47400,40187.6009768927,0.112368633963963,10537,0.833,0.326050843593251
"3468",0.3674446439,29200,37100,0.1431693989,10563,0.55,0.1538
"3605",0.1124744376,38900,52000,0.142,9624.65620094192,0.707,0.7432
"2245",0.5967365967,29000,40000,0.0549273021,9624.65620094192,0.522,0.326050843593251
"5994",0.5424599577,64500,76200,0.1630267215,9624.65620094192,0.93,0.3508
"3167",0.157480315,34700,45600,0.1656365884,9624.65620094192,0.672,0.7331
"621",0.3656716418,24600,34000,0.1056074766,9624.65620094192,0.456,0.4531
"6786",0.4972857507,33100,44700,0.0815370778,9624.65620094192,0.578,0.326050843593251
"6100",0.4105090312,24700,32600,0.053701016,9624.65620094192,0.468,0.326050843593251
"6397",0.5118692592,20300,27900,0.0624194987,9624.65620094192,0.322,0.326050843593251
"7628",0.5214854804,41600,54700,0.0731064995,9624.65620094192,0.697,0.326050843593251
"527",0.4096701649,36800,48800,0.1482691052,15913,0.665,0.2722
"2754",0.4590230117,25100,34000,0.0705801343,5476,0.448,0.326050843593251
"3911",0.4699348908,28800,40200,0.1112973517,6960,0.51,0.326050843593251
"764",0.4680497925,26100,35700,0.0984493329,5523,0.469,0.326050843593251
"5827",0.4285714286,16600,22100,0.09375,9624.65620094192,0.198,0.326050843593251
"5375",0.5627118644,30400,38200,0.1191167926,5552,0.519,0.326050843593251
"379",0.3554817276,72300,88000,0.1217656012,9624.65620094192,0.918,0.326050843593251
"302",0.5529237602,17300,25000,0.0869341564,9624.65620094192,0.254,0.326050843593251
"2135",0.4304511278,26700,36500,0.1081314879,9676,0.459,0.326050843593251
"3637",0.4776002096,27300,36800,0.1395673412,7580,0.514,0.326050843593251
"1919",0.3115079365,36900,47100,0.1887141536,13216,0.677,0.3277
"3071",0.2942176871,32000,41400,0.15261959,9624.65620094192,0.556,0.3994
"2661",0.5009615385,20300,28500,0.112368633963963,6804,0.322,0.326050843593251
"898",0.5695067265,17500,21600,0.112368633963963,9624.65620094192,0.202,0.326050843593251
"509",0.4890465906,32100,43100,0.0935357493,6171,0.521,0.326050843593251
"3210",0.3768736617,33600,44600,0.1574167508,9624.65620094192,0.656,0.5128
"2685",0.4302385096,25100,34100,0.076056338,8507,0.441,0.326050843593251
"1235",0.1367127496,64800,76400,0.1619190405,9624.65620094192,0.914,0.5729
"393",0.1998933902,47700,60200,0.1457387796,9624.65620094192,0.755,0.6886
"4768",0.4897959184,22900,32500,0.1479820628,166,0.368,0.326050843593251
"4375",0.4084507042,22000,30400,0.123119015,9624.65620094192,0.379,0.326050843593251
"3443",0.3511904762,26700,40187.6009768927,0.1909547739,9624.65620094192,0.5,0.2273
"14",0.4874431058,37100,51300,0.0858097415,9624.65620094192,0.611,0.0476
"3197",0.4512022631,37600,52400,0.1712846348,9624.65620094192,0.7,0.5876
"1889",0.3469251337,42900,54200,0.1662721893,9624.65620094192,0.73,0.2844
"7461",0.4429472477,29200,40300,0.138946281,9624.65620094192,0.515,0.326050843593251
"5181",0.6605664488,22100,30700,0.0457113508,9624.65620094192,0.339,0.326050843593251
"1181",0.2451612903,37600,49200,0.1812577065,9624.65620094192,0.683,0.5276
"3446",0.278201866,29500,36600,0.1704361874,9624.65620094192,0.573,0.4525
"4994",0.5992438563,32500,43700,0.1255961844,11589,0.65,0.326050843593251
"3334",0.3053052326,40900,54600,0.1578042283,13391,0.718,0.2567
"2872",0.4656913967,27000,36700,0.1088168802,6799,0.494,0.326050843593251
"852",0.445038961,27300,36200,0.094277881,6267,0.498,0.326050843593251
"1736",0.486789073,37500,52400,0.1017253774,12122,0.652,0.326050843593251
"6242",0.3720848057,27100,36300,0.0988575781,9624.65620094192,0.468,0.326050843593251
"3151",0.4321678322,38200,49200,0.1459330144,9624.65620094192,0.682,0.36
"3598",0.502283105,19800,28400,0.112368633963963,9624.65620094192,0.365,0.326050843593251
"5492",0.5623486683,22000,31300,0.048617306,9624.65620094192,0.401,0.326050843593251
"1123",0.4848866499,22000,30900,0.0606694561,9624.65620094192,0.363,0.326050843593251
"6134",0.5394716354,22200,29800,0.0424497197,9624.65620094192,0.366,0.326050843593251
"1370",0.3991564417,34900,46100,0.1525829627,9570,0.67,0.326050843593251
"7532",0.5214854804,41600,54700,0.0731064995,9624.65620094192,0.697,0.326050843593251
"968",0.47186444148188,25400,33000,0.193877551,9624.65620094192,0.39,0.2857
"165",0.5190839695,15700,40187.6009768927,0.0733333333,9624.65620094192,0.154,0.326050843593251
"2113",0.5776566757,23200,31300,0.0970688999,8036,0.388,0.326050843593251
"1185",0.4175824176,20900,40187.6009768927,0.1188118812,9624.65620094192,0.391,0.326050843593251
